sym,t,dirn,fade_bps,signalled,rv,tier
RENDER,1785851100000,-1,17.817843866172016,0,0.0020268193091372,MID
CRV,1785851100000,-1,29.565253860957306,0,0.002274565307245,HIGH
SEI,1785852000000,-1,21.587370368566365,0,0.0019290517695591,MID
JUP,1785852000000,-1,115.86993603411564,0,0.0023942832856999,HIGH
RENDER,1785852000000,-1,31.295086856036377,0,0.0020438843205979,MID
YGG,1785852000000,-1,37.01333777925928,0,0.0022852500864597,LOW
VIRTUAL,1785852000000,-1,5.984403076258623,0,0.0024490114571486,HIGH
STX,1785852000000,-1,-97.08305769937546,0,0.0021557634403799,LOW
kBONK,1785852000000,-1,65.46846846846817,0,0.0027101272920241,HIGH
ORDI,1785852900000,-1,50.14123760037729,0,0.0029557378700971,LOW
LDO,1785852900000,-1,-209.3508661856454,0,0.0071317287711931,HIGH
BIGTIME,1785852900000,-1,43.048996131884046,0,0.0021138720789282,LOW
AIXBT,1785852900000,-1,33.73683596711211,0,0.0023745379477144,MID
XMR,1785852900000,-1,94.61811792268644,0,0.0018377659138705,HIGH
BIO,1785852900000,-1,18.478841056577053,0,0.0024294146519369,MID
kLUNC,1785852900000,-1,25.01233348783786,0,0.002710121634398,LOW
ETHFI,1785852900000,-1,-221.1294651346002,0,0.0040099062665159,MID
BNB,1785853800000,1,2.5519103618843006,0,0.0013561912691486,HIGH
LDO,1785853800000,-1,-48.68312203413886,0,0.0072657828062993,HIGH
MORPHO,1785853800000,-1,13.484100818886954,0,0.002571621077951,HIGH
MORPHO,1785854700000,-1,71.75529740776608,0,0.0028096247578974,HIGH
ETHFI,1785855600000,-1,72.102852251705,0,0.0041367232159199,MID
AAVE,1785856500000,-1,80.86608157173725,0,0.0026512592269409,HIGH
ICP,1785856500000,-1,43.677253260189794,0,0.0022443750576765,HIGH
GRASS,1785856500000,-1,32.636709204452735,0,0.0038612910370314,HIGH
PENDLE,1785856500000,-1,84.0609426598623,0,0.0029911372069883,MID
RENDER,1785856500000,-1,11.967819188744212,0,0.0019638837588706,MID
PROVE,1785856500000,-1,31.855769230769063,0,0.0016126127370912,LOW
ZEC,1785858300000,1,90.48044132397244,0,0.0027834597796272,HIGH
TRX,1785858300000,-1,33.239607759540284,0,0.0006877858510455,HIGH
BRETT,1785860100000,1,78.38101109740859,0,0.003644370741566,LOW
TURBO,1785860100000,1,-99.61835748792376,0,0.0037096847501796,LOW
INIT,1785860100000,-1,4.686861535350118,0,0.002313517096441,LOW
INIT,1785861000000,-1,25.17529492844696,0,0.0023194138230074,LOW
INIT,1785861900000,-1,49.076976280564566,0,0.0023373265342143,LOW
ANIME,1785861900000,-1,9.568077084207786,0,0.0020729605467292,LOW
WLD,1785861900000,-1,89.84028324154237,0,0.0044959858149587,HIGH
LTC,1785862800000,1,16.473978735309725,0,0.0015927100194122,HIGH
PAXG,1785862800000,1,25.590279305036955,0,0.0010169089622944,HIGH
TAO,1785863700000,1,22.26554604516908,0,0.0025872048606397,HIGH
ZORA,1785864600000,1,88.40446475654767,0,0.0027180928547537,LOW
TAO,1785866400000,1,-188.53636410230004,0,0.0026950706693507,HIGH
TAO,1785867300000,1,-152.5943204868163,0,0.0028535030193844,HIGH
PUMP,1785867300000,1,-516.816925734025,1,0.0058454865162368,HIGH
ZEC,1785867300000,1,11.885382554331644,0,0.0030074334161076,HIGH
ZEC,1785868200000,1,58.43695304320256,0,0.0030366851792282,HIGH
BIO,1785869100000,1,-748.5216016859844,0,0.0031850981404475,MID
BIO,1785870000000,1,-602.9480564453287,1,0.0034753875117729,MID
CHIP,1785870000000,1,88.9719407638348,1,0.0034997088551699,MID
TAO,1785870000000,1,90.60764879611575,0,0.0032402310504268,HIGH
PUMP,1785871800000,1,-187.0234211626943,1,0.0058863373600323,HIGH
BRETT,1785871800000,1,94.99235181644416,0,0.0043880874962239,LOW
XPL,1785871800000,1,74.55874027342317,0,0.0033080015448066,HIGH
FARTCOIN,1785871800000,1,167.7779886148014,1,0.0047135533776669,HIGH
XMR,1785872700000,-1,9.667848999239608,0,0.0020875164542575,HIGH
BIO,1785872700000,1,136.86313088109534,1,0.0036369920106647,MID
XMR,1785873600000,-1,37.91999435586253,0,0.0020880781935848,HIGH
PUMP,1785873600000,1,198.20724346076327,1,0.0067278090622177,HIGH
NOT,1785874500000,1,54.14285714285699,0,0.003136492259034,LOW
VVV,1785874500000,-1,-143.1553529213092,0,0.004016453743768,HIGH
BANANA,1785874500000,-1,45.30635008929278,0,0.0044151727475391,MID
ONDO,1785875400000,1,76.0336223303022,1,0.0039013586635066,HIGH
APE,1785875400000,-1,59.11180124223642,0,0.0024959902080719,LOW
MOODENG,1785875400000,1,60.20109439124544,0,0.0023020333788615,MID
SOL,1785875400000,1,17.02822770347482,0,0.0020318746029487,HIGH
BIO,1785875400000,1,123.24250304072442,0,0.0041352183355105,MID
STRK,1785875400000,1,35.71467286101409,1,0.0039468613368925,MID
PUMP,1785875400000,1,152.3784860557768,1,0.0068907173395642,HIGH
LTC,1785875400000,1,5.247882300490199,0,0.0016509259515203,HIGH
PUMP,1785876300000,1,84.09422011084673,1,0.0069076638080194,HIGH
NOT,1785876300000,1,53.65722379603383,0,0.0031854822720101,LOW
STRK,1785876300000,1,77.98727342846196,1,0.003961209812131,MID
DOT,1785877200000,1,39.25934014047001,0,0.0029009234176862,HIGH
VINE,1785877200000,-1,188.96988707653747,0,0.0048340747709864,HIGH
NOT,1785878100000,1,109.35955056179743,0,0.0033965193053964,LOW
NOT,1785879000000,1,135.88888888888926,0,0.0035311609848777,LOW
TURBO,1785879900000,1,149.58215962441304,0,0.0041297166778118,LOW
DOT,1785879900000,1,90.09960719938964,0,0.0031125544247018,HIGH
XMR,1785880800000,-1,34.63866877971429,0,0.0021192196585987,HIGH
XAI,1785881700000,1,61.82982171799044,0,0.0023881920976011,LOW
DOT,1785881700000,1,30.411835678735848,0,0.0031930474623892,HIGH
DOT,1785882600000,1,17.225835904904237,0,0.0032052613684022,HIGH
ZEC,1785883500000,1,37.24500373002496,0,0.0031656289502539,HIGH
CASHCAT,1785884400000,1,-1326.0972385847251,1,0.0238648799477526,HIGH
LTC,1785884400000,1,24.98072438986425,0,0.0016192393089625,HIGH
VVV,1785885300000,-1,80.98320335932725,0,0.0039787734955588,HIGH
CASHCAT,1785885300000,1,108.70259184920248,1,0.024129951496859,HIGH
MEME,1785887100000,-1,37.56795131845941,0,0.0022830156896026,LOW
BABY,1785888000000,-1,55.37143691020458,0,0.0037205756073723,LOW
PENGU,1785888000000,-1,36.90024937655813,0,0.0030240068145404,HIGH
ETHFI,1785888000000,-1,110.2525332803495,1,0.0041074442587314,MID
STBL,1785888000000,-1,280.1435759669103,0,0.0049203760064552,MID
ORDI,1785888000000,-1,25.57823291259773,0,0.0032640590338732,LOW
VVV,1785888000000,-1,21.075666380050468,0,0.0038438075702618,HIGH
XLM,1785888000000,-1,-101.73899595526971,0,0.002002357218692,MID
WLFI,1785888000000,1,93.69794427333264,0,0.0025461048487699,MID
INJ,1785888000000,-1,73.37527092579198,0,0.0023781338109873,HIGH
S,1785888900000,-1,37.95593861109898,0,0.0031085570383225,LOW
CASHCAT,1785888900000,1,242.7331357269209,1,0.0248271228786509,HIGH
RSR,1785888900000,-1,29.520325203252824,0,0.0024137163877847,LOW
VIRTUAL,1785888900000,-1,10.397787554540995,0,0.0026625843794898,HIGH
CASHCAT,1785889800000,1,490.6517181129868,1,0.0249324705579293,HIGH
HYPER,1785889800000,-1,133.7905623224774,1,0.0072796894510248,MID
SKR,1785889800000,1,-56.98575694923061,1,0.0249718646254954,MID
VIRTUAL,1785889800000,-1,13.701764577736402,0,0.0026615646600711,HIGH
XLM,1785889800000,-1,60.5339247182933,0,0.0020809045613915,MID
ZK,1785890700000,-1,119.9137016431616,0,0.0031050903222341,LOW
PROVE,1785890700000,-1,15.698353338561116,0,0.0017633224342828,LOW
STX,1785890700000,-1,70.27102803738174,0,0.0024327586969965,LOW
RENDER,1785891600000,-1,19.510692578975867,0,0.0020999541690228,MID
MOODENG,1785891600000,1,-26.58810292004548,0,0.0030553033487746,MID
BIO,1785892500000,1,64.39785666443318,1,0.0048896069451569,MID
ZORA,1785893400000,1,100.7591427113445,0,0.0047740565271147,LOW
IOTA,1785893400000,1,61.02655916528364,0,0.0024937881710822,LOW
MOODENG,1785893400000,1,66.01922870340539,0,0.0030491366548137,MID
SKR,1785893400000,1,114.96127309147391,0,0.0253766877102155,MID
BNB,1785894300000,1,9.598634042835204,0,0.0014701107614454,HIGH
AXS,1785894300000,1,-73.18967925226501,0,0.001928259729048,LOW
ZORA,1785894300000,1,114.20740614914152,0,0.0047702957727638,LOW
ZEC,1785895200000,1,81.72270801756662,0,0.0032307542363041,HIGH
PENDLE,1785895200000,1,-28.36415682295861,1,0.0037357794218422,MID
HYPER,1785895200000,-1,-152.06788726960303,1,0.007316395464043,MID
MORPHO,1785896100000,-1,66.9376524803465,0,0.0031625586055471,HIGH
AXS,1785896100000,1,15.144300555002506,0,0.0020492980679586,LOW
ONDO,1785897000000,1,11.5122562600595,1,0.00388748189259,HIGH
PAXG,1785897000000,1,-68.03118099536354,0,0.0012049279282158,HIGH
TIA,1785897900000,1,15.150414239292996,0,0.0024019548040738,MID
BIO,1785897900000,1,20.69861894255088,1,0.0051015090941022,MID
PAXG,1785897900000,1,5.489582070002669,0,0.0012015884998669,HIGH
RESOLV,1785897900000,1,-713.171568627451,0,0.003688931827316,LOW
PAXG,1785898800000,1,8.872455902305768,0,0.0012046456303181,HIGH
AXS,1785899700000,1,29.835679863931468,0,0.00212792953313,LOW
NEAR,1785899700000,-1,166.8213338050589,0,0.0027893988455914,HIGH
ENA,1785899700000,-1,20.3167525315318,0,0.0039293684046268,HIGH
BIO,1785900600000,1,112.6843643448614,1,0.0051500583128595,MID
BCH,1785901500000,-1,8.369558008432854,0,0.0019856089616149,MID
MEME,1785901500000,-1,58.22448979591764,0,0.0022121693560065,LOW
RESOLV,1785901500000,1,-727.3315023842599,0,0.0037392818155963,LOW
INIT,1785901500000,1,110.7371626815953,0,0.0031113843412845,LOW
SKR,1785901500000,1,109.77403035413096,0,0.025576860819378,MID
ZORA,1785902400000,1,237.040006667778,0,0.005337711975815,LOW
ZETA,1785902400000,1,34.28813559322,0,0.0030773439062415,MID
DYM,1785902400000,1,40.92386530014716,0,0.0030952589847691,MID
RESOLV,1785902400000,1,-350.8930836247264,0,0.0041509117523867,LOW
GMT,1785902400000,1,82.72273130357654,0,0.0023332487493328,LOW
INIT,1785903300000,1,155.04821150855392,0,0.0032265196897752,LOW
BRETT,1785903300000,1,101.77299185098929,0,0.0053720493866181,LOW
RESOLV,1785903300000,1,-61.88182825161599,0,0.0044523016847278,LOW
TNSR,1785903300000,1,19.712524334847703,0,0.0028263881803139,LOW
BIO,1785903300000,1,311.9982102374409,1,0.005406323814218,MID
USUAL,1785903300000,1,58.65228113440161,0,0.0032002838224276,MID
BIO,1785904200000,1,72.9692973824059,1,0.0054843879537798,MID
CFX,1785905100000,-1,19.985537190084127,0,0.0029282851153243,LOW
HEMI,1785905100000,1,-99.2947456562697,0,0.0031107299345782,MID
MOODENG,1785906000000,1,100.84462940943256,1,0.00353681328928,MID
AERO,1785907800000,1,-46.65249749534846,1,0.0035678769842273,HIGH
PURR,1785907800000,1,2.506288761376318,1,0.0077822749751692,MID
XPL,1785907800000,1,84.35977940715539,1,0.003799360624841,HIGH
ONDO,1785907800000,1,66.69459671104165,1,0.003959974513637,HIGH
BIO,1785907800000,1,122.52951692510992,0,0.0056305385893342,MID
AVNT,1785908700000,1,63.41332102569008,1,0.0034788111932294,MID
APEX,1785909600000,1,119.0598717034934,0,0.0032987200111673,MID
PENDLE,1785910500000,1,138.899600684541,1,0.0040454268725953,MID
VVV,1785910500000,-1,69.70209451272254,0,0.0035872557589697,HIGH
SKR,1785911400000,1,441.26162073220905,0,0.0257413210412147,MID
SKY,1785911400000,1,37.87241464360012,0,0.0029353711393841,MID
AERO,1785911400000,1,61.62416566428371,1,0.0036809416090006,HIGH
0G,1785914100000,-1,46.65457685664912,0,0.0039610160099346,MID
ETC,1785915000000,-1,28.328610892479222,0,0.0016908064405931,LOW
AVNT,1785916800000,1,74.45758275230217,1,0.0036289747796887,MID
PROVE,1785916800000,-1,-76.63861386138593,0,0.003396259463726,LOW
WLFI,1785916800000,-1,21.10755679184018,0,0.0026656462566222,MID
TIA,1785917700000,1,20.31138178215419,0,0.0023137690306464,MID
PURR,1785917700000,1,140.9527012553011,1,0.0077045948820162,MID
ASTER,1785920400000,-1,17.376383274800617,0,0.001049403378347,HIGH
CAKE,1785923100000,-1,68.26060001425219,0,0.0019474989754527,MID
ADA,1785923100000,1,85.41912698815953,0,0.0035124360345437,HIGH
BABY,1785925800000,1,152.13779886840666,0,0.0048640977518808,LOW
CASHCAT,1785927600000,1,235.57142857142924,1,0.0253016580335579,HIGH
VVV,1785928500000,-1,10.29080276448748,0,0.0043783362853216,HIGH
AZTEC,1785928500000,1,20.430843510366405,0,0.0023633278621396,LOW
VVV,1785929400000,-1,103.2405142397998,0,0.0044242898068693,HIGH
KAS,1785930300000,-1,18.17420596727603,0,0.0022869638571854,LOW
PAXG,1785931200000,1,28.50508377488142,0,0.0013865831211845,HIGH
APT,1785931200000,1,34.38953093133888,0,0.0024519767197289,MID
GRASS,1785932100000,1,126.4405750087448,1,0.0042843703151159,HIGH
ETH,1785932100000,1,13.469213196620672,0,0.0018911621187832,HIGH
PAXG,1785932100000,1,23.203577979465926,0,0.0013936873815764,HIGH
ONDO,1785932100000,1,58.72680079547518,1,0.0038888672865512,HIGH
AZTEC,1785932100000,1,63.2905500705221,0,0.0024102022295994,LOW
WLFI,1785933900000,-1,-24.67576052021789,0,0.0027538114496674,MID
WLFI,1785934800000,-1,112.77042009201362,0,0.0028918869668648,MID
APE,1785934800000,1,36.51390442108423,0,0.0023553656739877,LOW
HMSTR,1785934800000,1,-963.4519774011304,0,0.004818158373539,LOW
WLFI,1785935700000,-1,25.53525332123861,0,0.002898733096134,MID
WLD,1785936600000,-1,42.31482713819396,0,0.004477757858308,HIGH
AVAX,1785936600000,-1,45.75825928457476,0,0.0023573734090591,HIGH
SUI,1785936600000,-1,33.03472171566084,0,0.0019755839321819,HIGH
MERL,1785936600000,-1,22.37172527731762,0,0.0021770117076758,MID
ALGO,1785936600000,-1,34.742671819558495,0,0.0031774777597184,HIGH
STX,1785936600000,-1,12.011634016363113,0,0.0027346201959679,LOW
POPCAT,1785936600000,-1,64.6674882366114,0,0.0033488686419306,MID
OP,1785936600000,-1,66.1085003455429,0,0.0025699475748196,MID
XRP,1785936600000,-1,23.45752622129749,0,0.0016806912096539,HIGH
PAXG,1785938400000,1,-52.05097035615227,0,0.0014671106190035,HIGH
INJ,1785938400000,1,136.72216629756377,0,0.0027904692776103,HIGH
CC,1785939300000,-1,-248.5943007124108,0,0.0033358530056551,HIGH
HMSTR,1785940200000,1,108.1111111111123,0,0.0050689273299922,LOW
ETHFI,1785941100000,1,64.6969549855709,1,0.005364286065894,MID
AXS,1785941100000,1,-22.36770811588093,0,0.0028033906473751,LOW
UNI,1785942000000,1,45.67482781279774,1,0.0044032403536008,HIGH
MORPHO,1785942900000,1,43.70690107583263,0,0.0028378895255968,HIGH
ATOM,1785943800000,-1,43.223812719003824,0,0.0023293916029306,MID
CC,1785943800000,-1,-98.40164090822373,1,0.0036272875976343,HIGH
HMSTR,1785943800000,1,215.57923497267845,0,0.0055792854120287,LOW
PURR,1785943800000,1,65.3977020647283,1,0.0045873330633186,MID
ADA,1785944700000,-1,55.74880914576055,0,0.0035722086070913,HIGH
HBAR,1785944700000,-1,54.36332532576334,0,0.0017367851561268,MID
SYRUP,1785945600000,1,75.40474132609094,0,0.0032779802256968,LOW
ETH,1785946500000,1,-87.41044579266685,0,0.0019938173379869,HIGH
HMSTR,1785946500000,1,104.5268817204298,0,0.0057781216578665,LOW
VINE,1785947400000,1,106.0604026845647,1,0.0049978847693474,HIGH
VINE,1785948300000,1,114.3402868318124,1,0.0051191575763617,HIGH
HMSTR,1785948300000,1,209.7659574468079,0,0.0060183342890437,LOW
ZORA,1785948300000,-1,47.17921146953449,0,0.0072816044817985,LOW
SYRUP,1785948300000,1,85.00342235531363,0,0.0033791179297331,LOW
GRAM,1785950100000,1,0.558972168837248,0,0.0019432428510693,HIGH
YGG,1785951000000,1,29.610467960213903,0,0.0025393528758554,LOW
FIL,1785951000000,1,25.087180405061773,0,0.0026412171266836,MID
LTC,1785951000000,1,10.669334391603856,0,0.0017171988444729,HIGH
GRAM,1785951000000,1,4.1058054430461866,0,0.0019502598331284,HIGH
AZTEC,1785952800000,1,34.479178234314425,0,0.0025739315344932,LOW
CC,1785953700000,-1,75.97524800154109,0,0.0033520012998857,HIGH
BCH,1785955500000,1,22.544563652408684,0,0.0022394745508796,MID
FET,1785955500000,-1,-391.56907894736713,0,0.003183312178286,MID
BCH,1785956400000,1,30.413773900129897,0,0.0022309347462777,MID
PENDLE,1785958200000,1,221.1463584945187,1,0.004264787462615,MID
kNEIRO,1785958200000,1,-61.34121728161389,0,0.002452733420602,MID
XPL,1785959100000,-1,-332.64281006985675,1,0.0038855743998245,HIGH
CFX,1785960000000,-1,37.63868278230655,0,0.002354687219886,LOW
BCH,1785960000000,1,0.705247556851655,0,0.0022021795758288,MID
GAS,1785960000000,1,26.864805557636497,0,0.0017590604329191,LOW
GRAM,1785960000000,1,17.52225603283649,0,0.0019205592681906,HIGH
GRAM,1785960900000,1,19.640441488609675,0,0.0019041380562719,HIGH
CC,1785960900000,-1,232.9649985252188,0,0.0039957327753722,HIGH
HMSTR,1785960900000,1,199.02020202020148,0,0.0082103477343378,LOW
HEMI,1785961800000,1,104.5697211155383,1,0.004700208694123,MID
VIRTUAL,1785961800000,1,61.691151919865504,0,0.0028547026719293,HIGH
XPL,1785963600000,-1,120.16910785619112,0,0.0038431874333377,HIGH
FET,1785963600000,-1,-110.39191073919008,0,0.0033463120142745,MID
RENDER,1785964500000,-1,23.39517345399575,0,0.0023076249042908,MID
XPL,1785965400000,-1,14.627028109769263,0,0.0038383864514574,HIGH
XMR,1785966300000,1,62.74998635892467,0,0.0026894752260533,HIGH
APEX,1785966300000,-1,153.5879808144456,0,0.0038547053495981,MID
RENDER,1785966300000,-1,19.66717038156489,0,0.0023050479809669,MID
NXPC,1785969900000,-1,36.86598244200333,0,0.0018297310080977,LOW
CASHCAT,1785969900000,1,1005.9667986105502,1,0.0408923400202476,HIGH
BNB,1785969900000,-1,8.820929800564796,0,0.0018295215532221,HIGH
XLM,1785970800000,-1,-163.24279210925664,0,0.0022084688165128,MID
PENGU,1785971700000,1,92.77015163607368,0,0.0028912084596102,HIGH
S,1785971700000,-1,38.99187548495975,0,0.0025412284816401,LOW
kNEIRO,1785971700000,1,126.68967114404715,0,0.0027658416522681,MID
ALT,1785972600000,1,23.12785229054065,0,0.0019139912974244,MID
MANTA,1785974400000,1,31.51846738004812,0,0.0019893929471672,LOW
JTO,1785974400000,1,58.2595419847337,1,0.0037372110276965,HIGH
AXS,1785974400000,1,364.8644593322632,0,0.0048271392891134,LOW
BOME,1785974400000,1,30.670033670034485,1,0.0045757167601067,HIGH
XLM,1785974400000,-1,62.93004090104374,0,0.0022240372079372,MID
PENGU,1785975300000,1,45.89589905362741,0,0.0030299555505967,HIGH
BOME,1785975300000,1,80.47245409015048,1,0.0046442946927756,HIGH
LIT,1785975300000,1,65.85305308932624,1,0.0052817957539105,HIGH
SPX,1785975300000,1,112.46051662690286,1,0.0041016786794911,HIGH
YGG,1785975300000,1,18.66729862954436,0,0.0025102797150264,LOW
BOME,1785976200000,1,112.7024793388422,1,0.0047209748391807,HIGH
POPCAT,1785976200000,1,71.34944237918216,1,0.0036101968492181,MID
SUPER,1785978000000,1,122.17790895727904,0,0.0028053849370224,LOW
GRIFFAIN,1785978900000,1,-399.2472406181015,1,0.0040219333832854,MID
FET,1785978900000,-1,97.39159843360788,0,0.0038327165468527,MID
IO,1785978900000,-1,117.72762868096868,0,0.002904413672608,MID
ONDO,1785978900000,-1,24.48363107266902,0,0.003522418294721,HIGH
INJ,1785979800000,-1,-250.9338842975208,0,0.0029620536173716,HIGH
kSHIB,1785979800000,-1,-251.395777271787,0,0.0024423334133814,MID
GRIFFAIN,1785979800000,1,-316.7297770004381,1,0.0041323278403548,MID
CFX,1785979800000,-1,43.24953484663243,0,0.002413826220549,LOW
FET,1785979800000,-1,44.15296134886003,0,0.0038408509667506,MID
ARB,1785980700000,-1,76.1357869614377,0,0.0020659885805126,HIGH
MEGA,1785980700000,-1,159.02647193062705,0,0.0033500075265366,MID
XLM,1785980700000,-1,-129.96456086286634,0,0.0024407066534365,MID
GRIFFAIN,1785981600000,1,-136.41872131497504,1,0.0046022864736571,MID
APT,1785981600000,1,43.87761593838983,0,0.0027015871587137,MID
XLM,1785981600000,-1,62.72828176350254,0,0.0024799765890691,MID
kLUNC,1785981600000,-1,14.98088773056929,0,0.0017689947046482,LOW
IO,1785981600000,-1,98.0598964752276,0,0.0029752203568128,MID
SEI,1785981600000,-1,48.75781249999925,0,0.0020401314027574,MID
XRP,1785981600000,-1,42.70993238739087,0,0.0016147849408597,HIGH
CHIP,1785982500000,-1,62.73843452696967,0,0.002615128651226,MID
PROVE,1785982500000,-1,-35.02049311559401,0,0.0040089696391929,LOW
ZETA,1785982500000,-1,35.367631670735605,0,0.0030599987391205,MID
TIA,1785982500000,-1,12.390186492848404,0,0.0025845026689289,MID
PUMP,1785982500000,-1,-101.08102345415786,0,0.0070841374466026,HIGH
HBAR,1785982500000,-1,13.905924360563288,0,0.0020012638842469,MID
SEI,1785982500000,-1,16.065776930408628,0,0.0020396460254242,MID
XRP,1785982500000,-1,32.437218657217095,0,0.0017086776505355,HIGH
CHIP,1785983400000,-1,72.20026156612724,0,0.0026151268039432,MID
MELANIA,1785983400000,-1,31.833869239013445,0,0.0021776344122337,LOW
HMSTR,1785983400000,1,237.3846153846148,0,0.010550400901031,LOW
WLD,1785985200000,-1,14.330466317919075,0,0.0044904896415969,HIGH
INJ,1785985200000,-1,-168.5055942579697,0,0.0030455685025985,HIGH
XPL,1785985200000,-1,-108.8308603330764,0,0.0044878369767965,HIGH
PUMP,1785985200000,-1,31.33476394849683,0,0.0071477998027183,HIGH
GRIFFAIN,1785986100000,1,50.72945638432438,1,0.0049579398040644,MID
ADA,1785987000000,-1,83.62175168431239,1,0.0039234822340325,HIGH
MANTA,1785987000000,1,180.50168350168363,0,0.0021466928119299,LOW
TRUMP,1785987900000,-1,38.45364101146888,0,0.001870441554964,MID
INJ,1785987900000,-1,29.04244031830121,0,0.0029262371438433,HIGH
NOT,1785987900000,1,53.980056980056816,0,0.0022301688639416,LOW
ORDI,1785988800000,-1,49.19582433405285,0,0.0032971252793936,LOW
kPEPE,1785988800000,-1,71.41530829199215,0,0.0027256565794355,HIGH
TURBO,1785989700000,1,32.75685339690065,0,0.0023749939874127,LOW
GRIFFAIN,1785989700000,1,78.4026299311208,1,0.0051204873496319,MID
NOT,1785990600000,1,81.98583569405152,0,0.0023211026231497,LOW
TNSR,1785992400000,1,71.38551099611935,0,0.0021523298737018,LOW
YGG,1785992400000,1,37.11767852366873,0,0.0026167118394155,LOW
CRV,1785992400000,1,13.883743367101635,0,0.0020728557464286,HIGH
BLUR,1785993300000,1,35.98635477582862,0,0.0028004793341413,LOW
RUNE,1785993300000,1,26.633920812816065,0,0.0019282995791349,LOW
FOGO,1785994200000,1,80.44260340922709,0,0.002621934977155,MID
GMX,1785994200000,1,1.7047015650975652,0,0.0022793864932987,LOW
SUSHI,1785995100000,1,-252.050494987859,0,0.003214263394685,HIGH
NOT,1785996000000,1,165.53932584269617,0,0.0023838228016867,LOW
POLYX,1785996000000,1,102.57841239109452,0,0.0019982964198506,LOW
CELO,1785996000000,1,67.50778693888248,0,0.0019457902287898,LOW
DOT,1785996000000,-1,16.276589121298837,0,0.0020063677667542,HIGH
GOAT,1785996000000,1,30.755907283775883,0,0.0029333098216414,LOW
STBL,1785996000000,1,78.07565723459794,0,0.0029213854021459,MID
SUSHI,1785996000000,1,27.35822707953858,0,0.0040984646634353,HIGH
STBL,1785996900000,1,52.7635624950216,0,0.0029943393232763,MID
ME,1785996900000,1,40.27563249001386,0,0.0019423911119601,MID
DYDX,1785996900000,1,22.20862308762157,0,0.0024248375313764,MID
TRB,1785996900000,1,103.7051189617878,0,0.0023626215662673,LOW
FOGO,1785996900000,1,191.56596822472832,0,0.0033986369987384,MID
POLYX,1785996900000,1,33.07937462417171,0,0.0020869322911029,LOW
TRB,1785997800000,1,18.43929107410929,0,0.0025182839251064,LOW
ME,1785997800000,1,88.10485340400894,0,0.0020012720891209,MID
TRB,1785998700000,1,86.43147136063682,0,0.0026000175977478,LOW
CRV,1785998700000,1,35.48346636260002,0,0.0022446773243547,HIGH
ZETA,1785998700000,1,96.76720984369744,0,0.0029509811177916,MID
JTO,1785999600000,-1,-179.3183760255143,0,0.0035088534271168,HIGH
TRB,1785999600000,1,107.4894114314049,0,0.0026036156491727,LOW
TNSR,1786000500000,1,61.39150032195823,0,0.0025710524051851,LOW
SUSHI,1786000500000,1,142.39007092198523,1,0.0045640701365683,HIGH
XAI,1786003200000,1,-649.6876971608829,0,0.002623073016252,LOW
JUP,1786003200000,-1,-183.99547511312227,0,0.0024698889114136,HIGH
BLUR,1786003200000,1,83.72354226891338,0,0.0033308964907928,LOW
ZK,1786004100000,1,25.46886990964069,0,0.0032809602768346,LOW
BLUR,1786004100000,1,309.133948873424,0,0.0040418025610099,LOW
JTO,1786005000000,-1,148.04252175340736,0,0.0036737448360077,HIGH
PYTH,1786005000000,1,26.78276103714112,0,0.0029095638760539,MID
ETHFI,1786005000000,-1,52.01717541262958,0,0.0049076262943091,MID
VIRTUAL,1786005000000,1,121.68568455735766,0,0.0028664590628986,HIGH
CC,1786005000000,-1,67.88658146964879,0,0.0044897725700877,HIGH
VIRTUAL,1786005900000,1,161.9367023022065,0,0.0028898531291662,HIGH
NEAR,1786006800000,-1,9.499999999999948,0,0.0030480088476943,HIGH
MOVE,1786006800000,1,130.4205362982337,0,0.0030922518907963,MID
FARTCOIN,1786006800000,-1,62.11414125938544,0,0.0037352964707385,HIGH
POPCAT,1786006800000,-1,34.62055678424006,0,0.0041088270210497,MID
INJ,1786006800000,-1,-71.18766618063215,0,0.0031592368004267,HIGH
kSHIB,1786006800000,-1,-163.03369130343162,0,0.0025301339062718,MID
XLM,1786006800000,-1,30.743673061300065,0,0.0028845528389527,MID
DASH,1786006800000,-1,21.60549194580207,0,0.0022876312458523,MID
ONDO,1786006800000,-1,2.1455653351379267,0,0.0034112218406435,HIGH
FIL,1786006800000,-1,62.32041156128567,0,0.0028903337668795,MID
EIGEN,1786006800000,-1,-107.56796917996768,0,0.0030606417948823,MID
JUP,1786006800000,-1,65.09071440338361,0,0.0028405146410195,HIGH
ARB,1786006800000,-1,122.62491988206752,0,0.0033191580134177,HIGH
FARTCOIN,1786007700000,-1,13.115417082341182,0,0.0037376584296758,HIGH
kSHIB,1786007700000,-1,-134.07822410147898,0,0.0025546499019388,MID
EIGEN,1786007700000,-1,57.87437742113945,0,0.0030820527483436,MID
INJ,1786007700000,-1,104.3403447901967,0,0.0033399668773108,HIGH
PROVE,1786007700000,-1,3.435834727765269,0,0.0028365055783111,LOW
WLD,1786007700000,-1,-143.84964138512998,0,0.0040593002218881,HIGH
WLD,1786008600000,-1,-68.18392348259006,0,0.0041558892246173,HIGH
DOGE,1786008600000,-1,40.029758627684735,0,0.0017595010720282,HIGH
TAO,1786008600000,-1,34.68909081521967,0,0.0024570458835583,HIGH
SUI,1786008600000,-1,32.547129569288295,0,0.0020720853422586,HIGH
