sym,t,bar_close_ms,dirn,tier,rv,vratio,ats_ratio,entry,prior_h,prior_l,aligned,why,bars,fade_bps,fwd2,fwd4,fwd8,fwd16,fwd32,rv_pass,tier_pass,signalled,vpin30,vpin60,adverse_ofi,ats_tape,size_conc,big_share,prints_ratio
USUAL,1784603700000,1784604600000,1,MID,0.0042578419006556,7.58553970710436,4.93503516668767,0.00891,0.0089,0.00832,1,reclaim,2,30.670033670032296,-33.670033670032296,0.0,89.78675645342335,-11.223344556677434,-101.0101010101008,1,1,1,,,,,,,
ONDO,1784603700000,1784604600000,1,HIGH,0.0043199849295941,11.783152428452873,4.0784967060655415,0.36431,0.3624,0.33881,1,reclaim,4,65.07389311300919,-24.978726908402784,-68.07389311300919,-19.21440531415645,637.3692734209866,949.7406055282578,1,1,1,,,,,,,
PENDLE,1784604600000,1784605500000,1,MID,0.0037166097191303,18.99811001691037,3.841335057037596,1.641,1.6392,1.5234,1,backstop,32,-143.15843997562405,-6.093845216332188,16.453382084094606,-1.2187690432661669,20.71907373552754,140.15843997562405,1,1,1,,,,,,,
PROVE,1784604600000,1784605500000,1,LOW,0.0028516910245917,19.721723518850983,8.818019745767227,0.19758,0.19483,0.18584,1,backstop,32,-186.2169247899577,20.24496406518796,145.2576171677287,160.44134021662143,247.4946856969332,183.2169247899577,0,0,0,,,,,,,
SOPH,1784604600000,1784605500000,1,LOW,0.003391958585271,19.22288350978522,7.492852616138313,0.004623,0.004599,0.004377,1,backstop,32,-80.87151200519051,30.28336577979506,142.7644386761826,194.6787800129781,244.4300237940718,77.87151200519051,0,0,0,,,,,,,
0G,1784604600000,1784605500000,1,MID,0.0042577740956894,6.882522522522523,3.3571887199193373,0.18084,0.18053,0.16693,0,reclaim,1,141.87945144879512,0.5529750055303031,-99.5355009953548,66.90997566909914,255.47445255474528,151.5151515151511,1,1,0,,,,,,,
YGG,1784605500000,1784606400000,1,LOW,0.0050860085032178,18.02185756185606,2.200159243948534,0.01949,0.019318,0.017817,0,backstop,32,-215.9297075423287,389.430477167778,421.2416623909691,915.8542842483316,67.7270395074398,212.9297075423287,1,0,0,,,,,,,
IO,1784605500000,1784606400000,1,MID,0.0041120777768806,6.053364401000227,3.0087836425225185,0.15267,0.15152,0.14135,0,reclaim,1,84.77100936660823,-114.62631820265943,-66.81076832383528,43.23049715071683,114.62631820265943,21.61524857535841,1,1,0,,,,,,,
XMR,1784605500000,1784606400000,1,HIGH,0.0022675373992229,7.082555400962278,1.472521489080744,346.94,344.98,332.51,1,reclaim,4,108.2584308525974,-41.79397013892859,-111.2584308525974,-134.02893872139208,-43.52337579984986,-112.98783651351864,0,1,0,,,,,,,
AAVE,1784605500000,1784606400000,1,HIGH,0.0032535600286939,12.762759771723914,3.883831796772542,92.592,91.999,88.229,1,backstop,32,-239.3055123552793,-22.248142388111617,28.512182477967407,52.38033523414544,257.3656471401412,236.3055123552793,0,1,0,,,,,,,
BCH,1784605500000,1784606400000,1,MID,0.0023976643896647,18.723216249908337,5.89596247100991,223.64,223.43,209.68,1,reclaim,12,12.65015203004804,-3.1300304060093533,29.511715256663614,27.72312645322861,14.755857628331809,70.64925773564714,0,1,0,,,,,,,
FARTCOIN,1784606400000,1784607300000,1,HIGH,0.0051956194513493,5.579412415379099,1.562429072483575,0.14231,0.14197,0.13048,1,reclaim,12,40.56686107792718,-4.918839153958734,-18.269974000420383,25.2968870775068,-23.188813154381062,-207.2939357740131,1,1,1,,,,,,,
USUAL,1784606400000,1784607300000,1,MID,0.0043877720833788,11.647807204075544,5.89640188706963,0.00899,0.00895,0.00832,1,reclaim,1,85.98776418242515,0.0,-77.86429365962056,44.493882091212576,-66.74082313681791,-133.48164627363772,1,1,1,,,,,,,
PROVE,1784608200000,1784609100000,1,LOW,0.0031246341895867,6.072395009664382,3.867132050073148,0.20045,0.19893,0.18584,1,reclaim,32,80.31254676976688,66.35071090047383,14.966325767025316,122.22499376403132,82.3147917186337,-83.31254676976688,0,0,0,,,,,,,
VVV,1784609100000,1784610000000,1,HIGH,0.0051029418710507,20.57047998751436,3.2288084906089725,12.306,12.066,11.35,1,backstop,32,-538.511132780758,277.91321306679714,95.88818462538626,674.4677393141559,327.482528847717,535.511132780758,1,1,1,,,,,,,
LINK,1784609100000,1784610000000,1,HIGH,0.0033533534912184,12.891311768367366,2.462787465863575,8.7197,8.6759,8.2879,1,backstop,32,7.321456013395347,-8.027799121529036,10.20677316880234,-14.335355574158848,-14.908769797125936,-10.321456013395348,0,1,0,,,,,,,
SOPH,1784609100000,1784610000000,1,LOW,0.0035888237770513,6.741803320457811,1.7248615515453476,0.004698,0.004695,0.004377,1,reclaim,4,16.157088122606062,48.957002979992446,-19.157088122606066,31.92848020434282,27.671349510429952,-63.8569604086838,1,0,0,,,,,,,
XRP,1784610000000,1784610900000,1,HIGH,0.0024780453173539,40.948276465646,5.370941556152521,1.1316,1.1285,1.0825,1,reclaim,2,26.16224814421933,-29.16224814421933,-10.604453870624496,30.929657122658703,4.418522446095502,110.46306115235026,0,1,0,,,,,,,
BCH,1784610000000,1784610900000,1,MID,0.0021742178967414,8.096524665465159,3.395145469304668,224.86,224.45,209.9,1,reclaim,1,27.24103886862967,-38.2460197456201,-31.130481188295697,-86.72062616739379,-56.03486613893175,24.45966379080241,0,1,0,,,,,,,
COMP,1784610000000,1784610900000,1,LOW,0.0024086324101187,13.59887337166999,6.9945506188820215,17.128,17.071,16.59,1,backstop,32,-130.86081270434448,-13.428304530592998,61.88696870621301,125.52545539467528,184.49322746380136,127.86081270434448,0,0,0,,,,,,,
APT,1784610000000,1784610900000,1,MID,0.0037548517043767,11.810349275437096,5.341311003214308,0.6107,0.6092,0.5797,1,backstop,32,-47.211560504338046,49.12395611593258,76.96086458162644,58.94874733911801,96.61044702800092,44.211560504338046,1,1,1,,,,,,,
VVV,1784610000000,1784610900000,1,HIGH,0.0051549036332722,8.702277473803862,1.707771189839908,12.404,12.4,11.35,1,reclaim,2,47.79006772009079,-50.79006772009079,121.73492421799403,579.651725249919,288.6165752982913,478.87778136085086,1,1,1,,,,,,,
ADA,1784610000000,1784610900000,1,HIGH,0.0043085134894779,8.784200292749,1.4396631803992728,0.17508,0.17339,0.1606,1,backstop,32,-30.987205848754307,69.11126342243482,42.26639250628231,55.97441169750861,-26.273703449852405,27.987205848754307,1,1,1,,,,,,,
MELANIA,1784610000000,1784610900000,1,LOW,0.0033679317064787,12.388790321915153,5.675160640550479,0.08179,0.08147,0.07747,1,reclaim,9,45.90573419733434,3.667930064800372,42.79251742266819,2.445286709865784,-96.58882503973578,-157.72099278640414,0,0,0,,,,,,,
YGG,1784610000000,1784610900000,1,LOW,0.0059767482125584,9.434372362725616,1.6880547173884155,0.020685,0.020582,0.017817,0,reclaim,1,71.93352671017593,-86.53613729755794,14.019821126420714,131.49625332366517,-557.8921924099584,-659.4150350495514,1,0,0,,,,,,,
ME,1784610000000,1784610900000,1,MID,0.0026494195795917,13.913437082924126,6.218667529958006,0.06405,0.06376,0.06017,1,reclaim,1,67.25761124121657,-84.30913348946119,-31.22560499609553,-31.22560499609553,-60.88992974238899,98.3606557377058,0,1,0,,,,,,,
PURR,1784610000000,1784610900000,1,MID,0.0034603942980573,7.7461024498886415,2.123684205060822,0.07531,0.075171,0.071189,1,reclaim,4,38.16319213915877,-5.709733103173732,-41.16319213915877,-17.660337272607634,-2.5229053246587605,-111.4061877572708,0,1,0,,,,,,,
ADA,1784610900000,1784611800000,1,HIGH,0.0043615909066765,5.631206169575951,1.2613797943865326,0.17641,0.17586,0.1606,1,reclaim,2,38.38087410010818,-41.38087410010818,6.802335468509791,-81.62802562213164,-91.83152882489712,-31.744232186384263,1,1,1,,,,,,,
COMP,1784610900000,1784611800000,1,LOW,0.0024087487509244,20.843093533622813,10.969915594838064,17.143,17.136,16.605,1,reclaim,1,19.16648194598393,29.74975208539834,36.74969375255138,111.41573820218105,175.58187015108112,110.8324097299176,0,0,0,,,,,,,
VVV,1784610900000,1784611800000,1,HIGH,0.0054745549035383,7.948045269810051,1.4530191462848008,12.648,12.455,11.35,1,reclaim,1,239.72612270714768,-177.103099304238,352.6249209361161,305.1865907653392,241.9354838709685,302.0240354206196,1,1,1,,,,,,,
FOGO,1784610900000,1784611800000,1,MID,0.0031250743136727,8.51409700963667,5.47683501113837,0.009231,0.009164,0.008828,1,backstop,32,22.999350016249288,55.248618784531146,-4.333225002706961,2.1666125013544204,-27.08265626692556,-25.999350016249288,0,1,0,,,,,,,
KAS,1784610900000,1784611800000,1,LOW,0.0022171945757571,8.620881353032992,4.262544628365107,0.028606,0.028448,0.027663,1,reclaim,19,73.20778857582306,-17.1292735789696,-23.421659791652484,-34.2585471579392,-40.90051038243692,-147.52149898622622,0,0,0,,,,,,,
APT,1784610900000,1784611800000,1,MID,0.0039493952662666,9.693415135674746,3.324467435369911,0.6184,0.6127,0.5797,1,backstop,32,82.70504527813668,-61.44890038809695,-66.30012936610596,-80.85381630012944,-37.19275549805901,-85.70504527813668,1,1,1,,,,,,,
OP,1784611800000,1784612700000,1,MID,0.0034872816551932,5.508605886630144,2.100201281593886,0.09624,0.09547,0.09183,1,backstop,32,-28.976724854530364,3.117206982542432,13.507896924354863,6.234413965086306,96.63341645885288,25.976724854530364,1,1,1,,,,,,,
ANIME,1784611800000,1784612700000,1,LOW,0.0029918307562627,28.402818749498508,7.545706255870768,0.002753,0.002731,0.002587,1,reclaim,11,98.7072284780233,10.897203051218302,-18.162005085360686,-69.01561932437313,-123.50163458045677,-105.33962949509608,0,0,0,,,,,,,
PAXG,1784611800000,1784612700000,1,HIGH,0.0009790733367582,5.401384083044984,3.181660384192134,4060.0,4049.9,3995.5,1,reclaim,28,23.84729064039432,12.56157635467958,26.84729064039432,13.793103448275636,-7.88177339901433,-46.05911330049216,0,1,0,,,,,,,
kLUNC,1784611800000,1784612700000,1,LOW,0.0024574750911627,5.878291639236339,3.4636952774403764,0.057359,0.057305,0.055502,1,backstop,32,-232.0834916926729,45.15420422252868,45.15420422252868,48.29233424571549,37.8319008350916,229.0834916926729,0,0,0,,,,,,,
GRAM,1784612700000,1784613600000,1,HIGH,0.0031695311540538,9.203472469972647,3.191598567834039,1.4559,1.4547,1.4037,1,reclaim,2,9.363486503194064,-12.363486503194064,-24.72697300638813,-30.221855896695924,22.666391922522703,-57.00940998694948,0,1,0,,,,,,,
YGG,1784612700000,1784613600000,1,LOW,0.0070505684186112,6.559138881375605,1.2486374335346453,0.021275,0.020907,0.017817,0,reclaim,1,260.6897767332545,-270.27027027026986,-123.14923619271369,-776.9682726204458,-681.0810810810807,-837.132784958871,1,0,0,,,,,,,
BIGTIME,1784612700000,1784613600000,1,LOW,0.0041383183924119,6.754674206910236,3.34285854572683,0.006927,0.00689,0.006454,1,reclaim,19,54.74505557961614,90.94846253789474,51.97055002165378,128.4827486646451,103.9411000433088,-183.3405514652813,1,0,0,,,,,,,
FET,1784613600000,1784614500000,1,MID,0.0024580202380022,12.595846910034792,2.666462962257873,0.15756,0.15749,0.15064,1,reclaim,3,9.058898197511787,30.464584920030987,39.35008885503819,171.36329017517187,111.06879918761116,69.17999492256966,0,1,0,,,,,,,
AR,1784613600000,1784614500000,1,LOW,0.0025564507311096,23.53163967428863,10.458161488797687,1.9269,1.9251,1.8341,1,reclaim,5,28.65706575328245,23.872541387720887,4.151746328298883,-2.0758731641494417,42.55539986506816,76.8073070735374,0,0,0,,,,,,,
WCT,1784613600000,1784614500000,1,LOW,0.0030400705361578,16.076898448642197,6.134461801978131,0.042969,0.042908,0.040599,0,reclaim,5,29.11617677860766,0.6981777560573903,16.290814307989624,-23.03986594987127,-69.11959784961219,-70.51595336172537,0,0,0,,,,,,,
RENDER,1784613600000,1784614500000,1,MID,0.0021025814150978,11.39946648882961,4.270616412641564,1.5391,1.537,1.4691,1,reclaim,4,11.943798323695464,11.045416152297024,-14.943798323695464,31.83678773309159,70.82060944708033,107.85524007536982,0,1,0,,,,,,,
VVV,1784614500000,1784615400000,1,HIGH,0.0074442676150188,37.70622373907303,1.974230466581719,13.094,12.667,11.35,1,reclaim,7,325.3946845883609,32.07575989002583,-45.82251412860755,-305.48342752405574,-96.9909882388872,-191.69085077134525,1,1,1,,,,,,,
0G,1784614500000,1784615400000,1,MID,0.0047021798721293,5.014975981915796,2.3036506052036785,0.18482,0.18465,0.16712,1,reclaim,2,17.01947841142783,-20.01947841142783,-175.30570284601345,-120.65793745265717,69.79764094794857,136.8899469754343,1,1,1,,,,,,,
AR,1784614500000,1784615400000,1,LOW,0.0025669589917937,5.777921336498302,2.2067721496250137,1.932,1.9288,1.8341,1,reclaim,3,19.25672877846776,4.658385093168338,-57.97101449275299,3.623188405797852,40.89026915113881,10.351966873706012,0,0,0,,,,,,,
ONDO,1784614500000,1784615400000,1,HIGH,0.0041455138929526,8.482765420737369,3.149891929807453,0.36586,0.36469,0.33881,1,backstop,32,-1077.1813808560653,376.3734761930794,592.3030667468421,597.7696386595966,1150.166730443339,1074.1813808560653,1,1,1,,,,,,,
AAVE,1784615400000,1784616300000,1,HIGH,0.0031659055390385,7.144877749010205,2.047641497698882,93.444,93.385,88.229,1,backstop,32,-109.3738709815504,80.04794315311743,118.89473909507343,177.53948889174177,126.49287273661254,106.3738709815504,0,1,0,,,,,,,
ETHFI,1784615400000,1784616300000,1,MID,0.0044608624597958,21.448009381765697,3.000395809459775,0.46414,0.46323,0.43368,1,reclaim,1,73.48554315508247,-110.74244839918944,-77.77825656052057,-65.49747920885912,-189.3825138966696,-235.92019649243795,1,1,1,,,,,,,
IO,1784615400000,1784616300000,1,MID,0.0040178301468824,18.71869237561346,4.08728751506719,0.15418,0.15369,0.14166,0,reclaim,1,36.56414580360614,-27.240887274614327,-29.186664937086903,-38.26696069529168,-16.21481385393697,-64.85925541574788,1,1,0,,,,,,,
BNB,1784615400000,1784616300000,1,HIGH,0.0015334132825673,69.91915957978989,1.4761377222421013,576.33,576.15,562.71,1,reclaim,1,1.511304287474032,-16.48361181961802,-8.502073464855362,31.75264171568245,39.90769177380936,-9.19612027831427,0,1,0,,,,,,,
VINE,1784615400000,1784616300000,1,HIGH,0.0030877753744191,7.494086717022076,5.659474961394221,0.008952,0.008946,0.008581,1,reclaim,3,30.51206434316412,-6.70241286863166,-121.76050044682722,-13.404825737265258,-86.01429848078718,172.0285969615724,0,1,0,,,,,,,
PROVE,1784615400000,1784616300000,1,LOW,0.0031315288784407,14.467961826857533,3.2631190685869265,0.2029,0.20288,0.18618,0,reclaim,2,58.113849186791086,-61.113849186791086,-21.19270576638669,-39.42828979792977,-142.43469689502237,-324.7905372104477,0,0,0,,,,,,,
CAKE,1784615400000,1784616300000,1,MID,0.0019194176510557,7.057247836908854,5.76074375076961,1.4133,1.4118,1.3788,1,reclaim,1,13.981532583315346,-9.905894006934608,-9.198330149296533,13.443713295124976,17.689096440953417,-59.435364041604494,0,1,0,,,,,,,
PROVE,1784616300000,1784617200000,1,LOW,0.0031613239005838,7.713360599863667,4.594537702886084,0.20409,0.20368,0.18637,0,reclaim,1,116.06511833014788,-114.65529913273464,-79.37674555343145,-93.58616296731807,-208.7314420108769,-401.7835268753974,0,0,0,,,,,,,
ONDO,1784616300000,1784617200000,1,HIGH,0.0052681739978003,14.90941709490072,1.590398699703122,0.37963,0.36803,0.34002,1,backstop,32,-767.1651081316013,208.0973579537961,285.8045992150244,272.3704659800321,610.3311118720851,764.1651081316013,1,1,1,,,,,,,
BANANA,1784616300000,1784617200000,1,MID,0.0032117151794748,11.76962676962677,6.9953653707703385,3.5284,3.4643,3.3022,1,backstop,32,-301.1521369459244,-64.90193855571908,-34.00974946151233,75.67169255186471,117.33363564221708,298.1521369459244,0,1,0,,,,,,,
OP,1784616300000,1784617200000,1,MID,0.0035298820163287,6.646979827621733,2.2909309976722247,0.09696,0.09685,0.09183,0,reclaim,1,44.44224422442265,-76.32013201320179,-15.47029702970413,-20.62706270627121,-52.59900990099118,-2.0627062706276944,1,1,0,,,,,,,
IOTA,1784617200000,1784618100000,1,LOW,0.0026242460291285,14.160320944667324,10.120444861853162,0.036763,0.036659,0.035344,0,reclaim,5,33.72170388705934,-14.96069417620964,-14.688681554823736,6.528302913256042,-30.737426216575106,275.27677284226155,0,0,0,,,,,,,
IMX,1784617200000,1784618100000,1,MID,0.0026023612510627,8.20688017370064,5.198931631840428,0.12717,0.12689,0.1235,1,backstop,32,-124.88409216010032,31.45395926712147,73.91680427773818,92.00283085633438,26.73586537705488,121.88409216010032,0,1,0,,,,,,,
ONDO,1784617200000,1784618100000,1,HIGH,0.0054718262857132,6.231466841001003,0.842142423999719,0.38565,0.3806,0.34002,1,backstop,32,-561.796836509789,112.79657720731284,159.47102294826885,137.68961493582216,384.5455724102168,558.796836509789,1,1,1,,,,,,,
HBAR,1784617200000,1784618100000,1,MID,0.0018930198723782,6.606670592644146,4.202168823474383,0.067512,0.067475,0.065394,1,reclaim,1,16.848323261051235,-18.218983291858944,3.99928901528606,45.02903187581448,137.45704467353926,131.23592842753848,0,1,0,,,,,,,
PNUT,1784618100000,1784619000000,1,MID,0.0027756116787338,8.771980099737656,2.9822252681862293,0.04222,0.04221,0.0404,1,reclaim,1,68.05637138796817,-63.95073424917087,-52.10800568450923,-54.476551397442215,-73.42491710089952,-123.1643770724774,0,1,0,,,,,,,
ONDO,1784618100000,1784619000000,1,HIGH,0.0054786352334119,12.973835450695704,1.5936248895050993,0.38753,0.38623,0.34002,1,backstop,32,-474.70541635486336,76.12313885376638,5.160890769747722,109.66892885712156,293.6546847985963,471.70541635486336,1,1,1,,,,,,,
SOPH,1784618100000,1784619000000,1,LOW,0.003687863175325,18.813463978502405,6.860924436185075,0.004785,0.004746,0.0044,0,reclaim,1,99.40334378265504,-148.38035527690676,-131.66144200627076,-284.2215256008356,-257.0532915360498,-321.83908045977114,1,0,0,,,,,,,
SUSHI,1784619000000,1784619900000,1,HIGH,0.0034837148504788,34.36810231565117,5.4913465385244935,0.17105,0.17073,0.16365,1,reclaim,3,16.877228880444722,-16.954106986262055,-43.84682841274485,-116.9248757673196,-153.1715872551892,-191.1721718795671,1,1,1,,,,,,,
CFX,1784619000000,1784619900000,1,LOW,0.002360748007161,15.730056406124094,8.867634747960691,0.045811,0.045608,0.044413,1,reclaim,3,41.74907773242166,-22.26539477418042,-53.26231691078436,-41.038178603392346,-69.41564253126953,-73.99969439654211,0,0,0,,,,,,,
BTC,1784619000000,1784619900000,1,HIGH,0.002014206389844,5.80733864670562,2.66662530305418,66023.0,65979.0,63808.0,1,backstop,32,-87.06161489178012,35.139269648455844,38.01705466276904,37.41120518607152,42.40946336882602,84.06161489178012,0,1,0,,,,,,,
ONDO,1784619000000,1784619900000,1,HIGH,0.0054994164235974,5.586358136721113,1.0630472718312542,0.39,0.38961,0.34002,1,reclaim,3,55.205128205128055,46.15384615384534,30.769230769230223,348.2051282051277,276.4102564102567,448.2051282051281,1,1,1,,,,,,,
ME,1784619900000,1784620800000,1,MID,0.0031271203426983,7.340397819956753,4.112161558897103,0.06494,0.0642,0.06023,0,reclaim,4,138.66923313828212,133.96981829380903,-141.66923313828212,-207.88420080073976,-73.9143825069286,-183.24607329842885,0,1,0,,,,,,,
RUNE,1784619900000,1784620800000,1,LOW,0.0023174109394625,5.0646657967232125,1.8642566811737344,0.45531,0.45303,0.43824,1,reclaim,11,52.12727592189963,-16.472293602160573,-29.21086732116575,-43.70648569106745,-88.29149370758314,-103.44600382157194,0,0,0,,,,,,,
