sym,t,dirn,day
SYRUP,1786976100000,1,08-17
HEMI,1786977000000,1,08-17
SYRUP,1786977000000,1,08-17
AAVE,1786977900000,1,08-17
KAITO,1786977900000,1,08-17
KAITO,1786978800000,1,08-17
MORPHO,1786978800000,1,08-17
BTC,1786979700000,1,08-17
VIRTUAL,1786980600000,1,08-17
BTC,1786980600000,1,08-17
AAVE,1786980600000,1,08-17
VVV,1786981500000,1,08-17
VIRTUAL,1786981500000,1,08-17
TRX,1786981500000,-1,08-17
SOL,1786981500000,1,08-17
HMSTR,1786981500000,1,08-17
TRX,1786982400000,-1,08-17
CC,1786982400000,-1,08-17
POL,1786986000000,1,08-17
VVV,1786986000000,1,08-17
ETHFI,1786987800000,-1,08-17
GRAM,1786987800000,-1,08-17
AVNT,1786988700000,-1,08-17
POL,1786990500000,1,08-17
BTC,1786990500000,1,08-17
CASHCAT,1786991400000,1,08-17
POL,1786991400000,1,08-17
BOME,1786992300000,-1,08-17
MNT,1786995000000,-1,08-17
WLD,1786995900000,-1,08-17
PEOPLE,1786996800000,-1,08-17
VVV,1786997700000,1,08-17
MEGA,1786998600000,1,08-17
ZEC,1786998600000,1,08-17
PENDLE,1786999500000,1,08-17
VVV,1787002200000,1,08-17
STRK,1787005800000,-1,08-17
kNEIRO,1787006700000,-1,08-17
MNT,1787006700000,-1,08-17
IMX,1787006700000,-1,08-17
MNT,1787007600000,-1,08-17
AAVE,1787008500000,1,08-17
MON,1787009400000,1,08-17
MON,1787010300000,1,08-17
JTO,1787011200000,-1,08-18
STX,1787011200000,-1,08-18
ALGO,1787011200000,-1,08-18
KAITO,1787011200000,-1,08-18
MOVE,1787011200000,-1,08-18
AVNT,1787011200000,-1,08-18
MON,1787012100000,1,08-18
PEOPLE,1787016600000,-1,08-18
SUI,1787017500000,-1,08-18
XRP,1787017500000,-1,08-18
BLUR,1787017500000,-1,08-18
DOT,1787017500000,-1,08-18
PYTH,1787017500000,-1,08-18
TRUMP,1787017500000,-1,08-18
AXS,1787017500000,-1,08-18
MOVE,1787017500000,-1,08-18
GALA,1787017500000,-1,08-18
OP,1787017500000,-1,08-18
ONDO,1787017500000,-1,08-18
kBONK,1787017500000,-1,08-18
SEI,1787017500000,-1,08-18
TAO,1787017500000,-1,08-18
kFLOKI,1787017500000,-1,08-18
DOT,1787018400000,-1,08-18
ENS,1787018400000,-1,08-18
OP,1787018400000,-1,08-18
SUSHI,1787018400000,-1,08-18
INJ,1787018400000,-1,08-18
STX,1787018400000,-1,08-18
ETC,1787019300000,-1,08-18
POPCAT,1787019300000,-1,08-18
ALGO,1787019300000,-1,08-18
MINA,1787019300000,-1,08-18
MNT,1787019300000,-1,08-18
TRUMP,1787019300000,-1,08-18
BCH,1787019300000,-1,08-18
SEI,1787019300000,-1,08-18
WLD,1787019300000,-1,08-18
ENS,1787019300000,-1,08-18
STX,1787019300000,-1,08-18
XLM,1787020200000,-1,08-18
kSHIB,1787020200000,-1,08-18
ENS,1787020200000,-1,08-18
TRB,1787020200000,-1,08-18
BNB,1787020200000,-1,08-18
ENA,1787020200000,-1,08-18
IMX,1787020200000,-1,08-18
EIGEN,1787020200000,-1,08-18
SAND,1787020200000,-1,08-18
BLUR,1787020200000,-1,08-18
SUSHI,1787020200000,-1,08-18
XPL,1787020200000,-1,08-18
ETC,1787020200000,-1,08-18
SPX,1787020200000,-1,08-18
FIL,1787020200000,-1,08-18
TIA,1787020200000,-1,08-18
GALA,1787020200000,-1,08-18
WLD,1787020200000,-1,08-18
SUI,1787020200000,-1,08-18
ADA,1787020200000,-1,08-18
DASH,1787021100000,-1,08-18
JUP,1787021100000,-1,08-18
ETC,1787021100000,-1,08-18
WIF,1787021100000,-1,08-18
SEI,1787021100000,-1,08-18
BLUR,1787021100000,-1,08-18
XLM,1787021100000,-1,08-18
ASTER,1787021100000,-1,08-18
AVAX,1787021100000,-1,08-18
DOT,1787021100000,-1,08-18
PYTH,1787021100000,-1,08-18
SUI,1787021100000,-1,08-18
kFLOKI,1787021100000,-1,08-18
kLUNC,1787021100000,-1,08-18
SPX,1787021100000,-1,08-18
LINK,1787021100000,-1,08-18
LINEA,1787021100000,-1,08-18
ARB,1787021100000,-1,08-18
APE,1787021100000,-1,08-18
MINA,1787021100000,-1,08-18
kBONK,1787021100000,-1,08-18
MELANIA,1787021100000,-1,08-18
ALGO,1787021100000,-1,08-18
XPL,1787021100000,-1,08-18
RENDER,1787021100000,-1,08-18
AXS,1787021100000,-1,08-18
TAO,1787021100000,-1,08-18
TIA,1787021100000,-1,08-18
WLD,1787021100000,-1,08-18
OP,1787021100000,-1,08-18
GRAM,1787021100000,-1,08-18
ONDO,1787021100000,-1,08-18
INJ,1787021100000,-1,08-18
TRUMP,1787021100000,-1,08-18
STRK,1787021100000,-1,08-18
RUNE,1787021100000,-1,08-18
GALA,1787021100000,-1,08-18
FIL,1787021100000,-1,08-18
SAND,1787021100000,-1,08-18
GRAM,1787022000000,-1,08-18
GALA,1787022000000,-1,08-18
ALGO,1787022000000,-1,08-18
JUP,1787022000000,-1,08-18
SAND,1787022000000,-1,08-18
IMX,1787022000000,-1,08-18
SEI,1787022000000,-1,08-18
STX,1787022000000,-1,08-18
WIF,1787022000000,-1,08-18
OP,1787022900000,-1,08-18
GALA,1787022900000,-1,08-18
IMX,1787022900000,-1,08-18
kSHIB,1787022900000,-1,08-18
RUNE,1787025600000,-1,08-18
GALA,1787026500000,-1,08-18
WLD,1787030100000,-1,08-18
ETHFI,1787031000000,-1,08-18
WLD,1787031000000,-1,08-18
PENDLE,1787032800000,1,08-18
SKY,1787033700000,1,08-18
PENDLE,1787033700000,1,08-18
VVV,1787033700000,1,08-18
NEAR,1787033700000,1,08-18
HYPE,1787034600000,1,08-18
ATOM,1787040000000,-1,08-18
PEOPLE,1787041800000,1,08-18
PEOPLE,1787042700000,1,08-18
VVV,1787042700000,1,08-18
ICP,1787044500000,-1,08-18
VVV,1787046300000,1,08-18
ZEN,1787047200000,-1,08-18
PEOPLE,1787047200000,1,08-18
ZEN,1787048100000,-1,08-18
TRUMP,1787049000000,1,08-18
VVV,1787049000000,1,08-18
BLUR,1787050800000,1,08-18
SOL,1787051700000,1,08-18
GRAM,1787054400000,-1,08-18
MINA,1787054400000,1,08-18
BNB,1787058000000,-1,08-18
SYRUP,1787058000000,-1,08-18
BNB,1787058900000,-1,08-18
CHIP,1787059800000,-1,08-18
MNT,1787059800000,-1,08-18
AXS,1787061600000,-1,08-18
CRV,1787061600000,-1,08-18
CHIP,1787061600000,-1,08-18
ADA,1787062500000,1,08-18
kBONK,1787062500000,1,08-18
BTC,1787062500000,1,08-18
SOL,1787062500000,1,08-18
ENA,1787062500000,1,08-18
ORDI,1787062500000,1,08-18
HBAR,1787062500000,1,08-18
ZRO,1787062500000,1,08-18
VIRTUAL,1787063400000,1,08-18
ETHFI,1787064300000,-1,08-18
PAXG,1787064300000,-1,08-18
PAXG,1787065200000,-1,08-18
MINA,1787067000000,1,08-18
ORDI,1787068800000,1,08-18
MNT,1787070600000,-1,08-18
AVNT,1787070600000,-1,08-18
AVNT,1787072400000,-1,08-18
ICP,1787072400000,-1,08-18
NEAR,1787073300000,-1,08-18
GRAM,1787074200000,1,08-18
MET,1787074200000,1,08-18
RUNE,1787075100000,-1,08-18
MET,1787075100000,1,08-18
RUNE,1787076000000,-1,08-18
MNT,1787076000000,-1,08-18
ATOM,1787077800000,1,08-18
PYTH,1787079600000,1,08-18
CAKE,1787079600000,1,08-18
CASHCAT,1787080500000,-1,08-18
SKY,1787081400000,1,08-18
PAXG,1787082300000,-1,08-18
MOVE,1787085000000,-1,08-18
ICP,1787085000000,-1,08-18
ETHFI,1787085900000,-1,08-18
MOVE,1787085900000,-1,08-18
DASH,1787085900000,-1,08-18
HBAR,1787086800000,1,08-18
MOVE,1787086800000,-1,08-18
ONDO,1787088600000,-1,08-18
PUMP,1787089500000,1,08-18
HBAR,1787090400000,1,08-18
PUMP,1787091300000,1,08-18
AAVE,1787092200000,-1,08-18
PUMP,1787095800000,1,08-18
CASHCAT,1787096700000,-1,08-18
PUMP,1787096700000,1,08-18
MET,1787096700000,1,08-18
DASH,1787097600000,-1,08-19
NEAR,1787097600000,-1,08-19
AERO,1787097600000,-1,08-19
AVNT,1787098500000,-1,08-19
IMX,1787099400000,-1,08-19
MOVE,1787099400000,-1,08-19
INJ,1787100300000,1,08-19
BCH,1787100300000,-1,08-19
AERO,1787103000000,-1,08-19
MON,1787105700000,1,08-19
RUNE,1787106600000,-1,08-19
LINK,1787108400000,1,08-19
ZRO,1787108400000,1,08-19
IMX,1787108400000,-1,08-19
LINK,1787109300000,1,08-19
FIL,1787110200000,1,08-19
ALGO,1787110200000,1,08-19
XLM,1787114700000,1,08-19
ARB,1787115600000,1,08-19
ZRO,1787115600000,1,08-19
HEMI,1787116500000,1,08-19
TAO,1787118300000,-1,08-19
BIO,1787118300000,1,08-19
MELANIA,1787118300000,1,08-19
VIRTUAL,1787119200000,-1,08-19
LINEA,1787119200000,-1,08-19
RUNE,1787119200000,-1,08-19
AVNT,1787119200000,-1,08-19
PNUT,1787119200000,-1,08-19
ZEN,1787119200000,-1,08-19
TAO,1787119200000,-1,08-19
MET,1787120100000,1,08-19
ZRO,1787121000000,1,08-19
LDO,1787121900000,1,08-19
INJ,1787121900000,1,08-19
APT,1787121900000,1,08-19
APT,1787122800000,1,08-19
AXS,1787122800000,1,08-19
SPX,1787122800000,1,08-19
BIO,1787124600000,1,08-19
ARB,1787124600000,1,08-19
BIO,1787127300000,1,08-19
CAKE,1787127300000,1,08-19
XRP,1787128200000,1,08-19
ETH,1787128200000,1,08-19
CAKE,1787128200000,1,08-19
LINK,1787128200000,1,08-19
ARB,1787128200000,1,08-19
LTC,1787129100000,1,08-19
ARB,1787129100000,1,08-19
NIL,1787130000000,-1,08-19
ZRO,1787130900000,1,08-19
APE,1787131800000,-1,08-19
SKY,1787133600000,1,08-19
TIA,1787133600000,1,08-19
APE,1787135400000,-1,08-19
PENGU,1787137200000,1,08-19
TIA,1787137200000,1,08-19
kSHIB,1787137200000,1,08-19
UNI,1787138100000,1,08-19
UNI,1787139900000,1,08-19
UNI,1787140800000,1,08-19
RUNE,1787140800000,1,08-19
BIO,1787140800000,1,08-19
RUNE,1787141700000,1,08-19
BIO,1787141700000,1,08-19
XPL,1787142600000,1,08-19
SOL,1787142600000,1,08-19
RENDER,1787142600000,1,08-19
kPEPE,1787142600000,1,08-19
WIF,1787142600000,1,08-19
PAXG,1787142600000,1,08-19
XRP,1787142600000,1,08-19
FARTCOIN,1787142600000,1,08-19
PAXG,1787143500000,1,08-19
ICP,1787143500000,-1,08-19
XPL,1787143500000,1,08-19
SOL,1787143500000,1,08-19
DOGE,1787143500000,1,08-19
ETH,1787143500000,1,08-19
ICP,1787144400000,-1,08-19
PAXG,1787144400000,1,08-19
kFLOKI,1787144400000,1,08-19
RUNE,1787144400000,1,08-19
SPX,1787144400000,1,08-19
XRP,1787144400000,1,08-19
XPL,1787144400000,1,08-19
JUP,1787144400000,1,08-19
XLM,1787145300000,1,08-19
XRP,1787145300000,1,08-19
RENDER,1787145300000,1,08-19
FARTCOIN,1787145300000,1,08-19
AVNT,1787146200000,-1,08-19
ZRO,1787146200000,1,08-19
ZRO,1787147100000,1,08-19
BTC,1787148000000,1,08-19
LTC,1787148000000,1,08-19
ACE,1787148000000,-1,08-19
PAXG,1787148900000,1,08-19
MNT,1787148900000,1,08-19
INJ,1787148900000,1,08-19
ZEC,1787148900000,1,08-19
BNB,1787149800000,1,08-19
ACE,1787149800000,-1,08-19
MNT,1787149800000,1,08-19
kFLOKI,1787149800000,1,08-19
ZEC,1787149800000,1,08-19
SOL,1787149800000,1,08-19
CRV,1787149800000,1,08-19
LDO,1787150700000,1,08-19
RENDER,1787150700000,1,08-19
SPX,1787150700000,1,08-19
CRV,1787150700000,1,08-19
ETC,1787150700000,1,08-19
MINA,1787150700000,1,08-19
BLUR,1787150700000,1,08-19
XPL,1787150700000,1,08-19
ADA,1787150700000,1,08-19
SKY,1787150700000,1,08-19
LTC,1787150700000,1,08-19
SOL,1787150700000,1,08-19
ETH,1787150700000,1,08-19
ZEC,1787150700000,1,08-19
BTC,1787150700000,1,08-19
UNI,1787150700000,1,08-19
TAO,1787150700000,1,08-19
FET,1787150700000,1,08-19
AAVE,1787150700000,1,08-19
AERO,1787150700000,1,08-19
SAND,1787150700000,1,08-19
XRP,1787150700000,1,08-19
XLM,1787150700000,1,08-19
TRB,1787150700000,1,08-19
ASTER,1787150700000,1,08-19
SEI,1787150700000,1,08-19
FARTCOIN,1787150700000,1,08-19
TRUMP,1787150700000,1,08-19
MNT,1787150700000,1,08-19
MOODENG,1787150700000,1,08-19
STRK,1787150700000,1,08-19
SUI,1787150700000,1,08-19
ONDO,1787150700000,1,08-19
BIO,1787150700000,1,08-19
BNB,1787150700000,1,08-19
STX,1787150700000,1,08-19
WIF,1787150700000,1,08-19
JTO,1787150700000,1,08-19
DOGE,1787150700000,1,08-19
ENS,1787150700000,1,08-19
kPEPE,1787150700000,1,08-19
HYPE,1787150700000,1,08-19
POPCAT,1787150700000,1,08-19
SUSHI,1787150700000,1,08-19
JUP,1787150700000,1,08-19
DASH,1787150700000,1,08-19
BCH,1787150700000,1,08-19
SUSHI,1787151600000,1,08-19
DASH,1787151600000,1,08-19
JUP,1787151600000,1,08-19
BNB,1787151600000,1,08-19
HYPE,1787151600000,1,08-19
BIO,1787151600000,1,08-19
ENS,1787151600000,1,08-19
ARB,1787151600000,1,08-19
ORDI,1787151600000,1,08-19
AVAX,1787151600000,1,08-19
JTO,1787151600000,1,08-19
DOGE,1787151600000,1,08-19
WIF,1787151600000,1,08-19
APT,1787151600000,1,08-19
SUI,1787151600000,1,08-19
BRETT,1787151600000,1,08-19
STX,1787151600000,1,08-19
ENA,1787151600000,1,08-19
PURR,1787151600000,1,08-19
ICP,1787151600000,1,08-19
FET,1787151600000,1,08-19
SEI,1787151600000,1,08-19
BOME,1787151600000,1,08-19
XRP,1787151600000,1,08-19
ASTER,1787151600000,1,08-19
ACE,1787151600000,-1,08-19
EIGEN,1787151600000,1,08-19
PYTH,1787151600000,1,08-19
TRB,1787151600000,1,08-19
AR,1787151600000,1,08-19
MNT,1787151600000,1,08-19
INJ,1787151600000,1,08-19
STRK,1787151600000,1,08-19
kPEPE,1787151600000,1,08-19
XLM,1787151600000,1,08-19
NEAR,1787151600000,1,08-19
ZEN,1787151600000,1,08-19
ONDO,1787151600000,1,08-19
BTC,1787151600000,1,08-19
ETH,1787151600000,1,08-19
HBAR,1787151600000,1,08-19
SPX,1787151600000,1,08-19
APE,1787151600000,1,08-19
SYRUP,1787151600000,1,08-19
ALGO,1787151600000,1,08-19
LDO,1787151600000,1,08-19
ETC,1787151600000,1,08-19
SOL,1787151600000,1,08-19
ADA,1787151600000,1,08-19
FIL,1787151600000,1,08-19
kNEIRO,1787151600000,1,08-19
kBONK,1787151600000,1,08-19
UNI,1787151600000,1,08-19
TIA,1787151600000,1,08-19
CC,1787151600000,1,08-19
SAND,1787151600000,1,08-19
kSHIB,1787151600000,1,08-19
AERO,1787151600000,1,08-19
ZEC,1787151600000,1,08-19
TAO,1787151600000,1,08-19
AAVE,1787151600000,1,08-19
OP,1787151600000,1,08-19
AAVE,1787152500000,1,08-19
XLM,1787152500000,1,08-19
NEAR,1787152500000,1,08-19
ASTER,1787152500000,1,08-19
ONDO,1787152500000,1,08-19
kSHIB,1787152500000,1,08-19
TAO,1787152500000,1,08-19
WLD,1787152500000,1,08-19
PENGU,1787152500000,1,08-19
AERO,1787152500000,1,08-19
ADA,1787152500000,1,08-19
BTC,1787152500000,1,08-19
XPL,1787152500000,1,08-19
kNEIRO,1787152500000,1,08-19
UNI,1787152500000,1,08-19
CAKE,1787152500000,1,08-19
TIA,1787152500000,1,08-19
MINA,1787152500000,1,08-19
CRV,1787152500000,1,08-19
AXS,1787152500000,1,08-19
LIT,1787152500000,1,08-19
ALGO,1787152500000,1,08-19
LINK,1787152500000,1,08-19
PNUT,1787152500000,1,08-19
LINEA,1787152500000,1,08-19
LTC,1787152500000,1,08-19
CC,1787152500000,1,08-19
MEGA,1787152500000,1,08-19
CHIP,1787152500000,1,08-19
APE,1787152500000,1,08-19
SUSHI,1787152500000,1,08-19
LDO,1787152500000,1,08-19
BOME,1787152500000,1,08-19
BERA,1787152500000,1,08-19
PURR,1787152500000,1,08-19
ICP,1787152500000,1,08-19
kPEPE,1787152500000,1,08-19
STRK,1787152500000,1,08-19
MON,1787152500000,1,08-19
PYTH,1787152500000,1,08-19
TRUMP,1787152500000,1,08-19
ENA,1787152500000,1,08-19
kFLOKI,1787152500000,1,08-19
VIRTUAL,1787152500000,1,08-19
AVAX,1787152500000,1,08-19
EIGEN,1787152500000,1,08-19
STX,1787152500000,1,08-19
MNT,1787152500000,1,08-19
INJ,1787152500000,1,08-19
AR,1787152500000,1,08-19
DOT,1787152500000,1,08-19
APT,1787152500000,1,08-19
JTO,1787152500000,1,08-19
PENDLE,1787152500000,1,08-19
DOGE,1787152500000,1,08-19
WIF,1787152500000,1,08-19
BCH,1787152500000,1,08-19
ZORA,1787152500000,1,08-19
SUI,1787152500000,1,08-19
JUP,1787152500000,1,08-19
DASH,1787152500000,1,08-19
MOODENG,1787152500000,1,08-19
ORDI,1787152500000,1,08-19
BNB,1787152500000,1,08-19
ARB,1787152500000,1,08-19
SPX,1787152500000,1,08-19
HBAR,1787152500000,1,08-19
ETC,1787152500000,1,08-19
RENDER,1787152500000,1,08-19
SAND,1787152500000,1,08-19
SEI,1787152500000,1,08-19
FET,1787152500000,1,08-19
ZEN,1787152500000,1,08-19
BLUR,1787152500000,1,08-19
OP,1787152500000,1,08-19
XRP,1787152500000,1,08-19
FARTCOIN,1787152500000,1,08-19
ETHFI,1787152500000,1,08-19
FIL,1787152500000,1,08-19
SKY,1787152500000,1,08-19
kBONK,1787152500000,1,08-19
ENS,1787152500000,1,08-19
HMSTR,1787152500000,1,08-19
HYPE,1787152500000,1,08-19
BIO,1787152500000,1,08-19
VVV,1787152500000,1,08-19
ETH,1787152500000,1,08-19
XRP,1787153400000,1,08-19
PURR,1787153400000,1,08-19
CC,1787153400000,1,08-19
HYPE,1787153400000,1,08-19
kBONK,1787153400000,1,08-19
BIO,1787153400000,1,08-19
BOME,1787153400000,1,08-19
LTC,1787153400000,1,08-19
PURR,1787154300000,1,08-19
BOME,1787154300000,1,08-19
HYPE,1787154300000,1,08-19
ARB,1787155200000,1,08-19
UNI,1787155200000,1,08-19
PURR,1787155200000,1,08-19
MEGA,1787155200000,1,08-19
BOME,1787156100000,1,08-19
ENA,1787156100000,1,08-19
MEGA,1787156100000,1,08-19
PEOPLE,1787156100000,1,08-19
UNI,1787156100000,1,08-19
PNUT,1787156100000,1,08-19
LIT,1787156100000,1,08-19
PURR,1787156100000,1,08-19
HBAR,1787156100000,1,08-19
PURR,1787157000000,1,08-19
MEGA,1787157000000,1,08-19
CASHCAT,1787157000000,1,08-19
UNI,1787157000000,1,08-19
PURR,1787157900000,1,08-19
MEGA,1787157900000,1,08-19
MELANIA,1787157900000,1,08-19
PEOPLE,1787157900000,1,08-19
BOME,1787157900000,1,08-19
ACE,1787158800000,-1,08-19
MINA,1787158800000,1,08-19
MEGA,1787158800000,1,08-19
CC,1787159700000,1,08-19
GRASS,1787159700000,-1,08-19
WLFI,1787159700000,1,08-19
MEGA,1787160600000,1,08-19
MEGA,1787162400000,1,08-19
TRX,1787162400000,-1,08-19
WLFI,1787162400000,1,08-19
MEGA,1787163300000,1,08-19
WLFI,1787163300000,1,08-19
BRETT,1787165100000,1,08-19
BRETT,1787166000000,1,08-19
PURR,1787166000000,1,08-19
HYPE,1787166000000,1,08-19
LIT,1787166000000,1,08-19
AVNT,1787166900000,1,08-19
HYPE,1787166900000,1,08-19
PURR,1787166900000,1,08-19
ARB,1787166900000,1,08-19
TIA,1787166900000,1,08-19
WLD,1787166900000,1,08-19
ASTER,1787166900000,1,08-19
LIT,1787166900000,1,08-19
TRUMP,1787167800000,1,08-19
TIA,1787167800000,1,08-19
WLD,1787167800000,1,08-19
ASTER,1787167800000,1,08-19
ARB,1787167800000,1,08-19
XPL,1787167800000,1,08-19
PYTH,1787167800000,1,08-19
INJ,1787168700000,1,08-19
TRUMP,1787168700000,1,08-19
MET,1787168700000,1,08-19
WLD,1787168700000,1,08-19
ORDI,1787168700000,1,08-19
TAO,1787169600000,1,08-19
MINA,1787169600000,1,08-19
ATOM,1787169600000,1,08-19
RENDER,1787169600000,1,08-19
ASTER,1787169600000,1,08-19
PYTH,1787169600000,1,08-19
ORDI,1787169600000,1,08-19
TRUMP,1787169600000,1,08-19
XRP,1787170500000,1,08-19
OP,1787170500000,1,08-19
TAO,1787171400000,1,08-19
ENA,1787171400000,1,08-19
TRUMP,1787171400000,1,08-19
LINK,1787171400000,1,08-19
MINA,1787171400000,1,08-19
XRP,1787171400000,1,08-19
AAVE,1787172300000,1,08-19
kSHIB,1787172300000,1,08-19
BNB,1787172300000,1,08-19
BERA,1787172300000,1,08-19
MOODENG,1787172300000,1,08-19
MNT,1787172300000,1,08-19
ADA,1787172300000,1,08-19
MINA,1787172300000,1,08-19
AERO,1787172300000,1,08-19
PNUT,1787172300000,1,08-19
LINK,1787172300000,1,08-19
LTC,1787172300000,1,08-19
LDO,1787172300000,1,08-19
JUP,1787172300000,1,08-19
IMX,1787172300000,1,08-19
APT,1787172300000,1,08-19
WIF,1787172300000,1,08-19
ARB,1787172300000,1,08-19
PYTH,1787172300000,1,08-19
TRUMP,1787172300000,1,08-19
BOME,1787172300000,1,08-19
GRAM,1787172300000,1,08-19
RENDER,1787172300000,1,08-19
FIL,1787172300000,1,08-19
XRP,1787172300000,1,08-19
FET,1787172300000,1,08-19
SOL,1787172300000,1,08-19
ETH,1787172300000,1,08-19
SKY,1787172300000,1,08-19
ASTER,1787172300000,1,08-19
ENS,1787172300000,1,08-19
SPX,1787172300000,1,08-19
ETC,1787172300000,1,08-19
STRK,1787172300000,1,08-19
ENA,1787172300000,1,08-19
BRETT,1787172300000,1,08-19
TIA,1787172300000,1,08-19
STX,1787172300000,1,08-19
EIGEN,1787172300000,1,08-19
kFLOKI,1787172300000,1,08-19
kLUNC,1787172300000,1,08-19
AVNT,1787172300000,1,08-19
SUI,1787172300000,1,08-19
DOGE,1787172300000,1,08-19
UNI,1787172300000,1,08-19
CRV,1787172300000,1,08-19
SUSHI,1787172300000,1,08-19
DASH,1787172300000,1,08-19
TAO,1787172300000,1,08-19
XLM,1787172300000,1,08-19
BLUR,1787172300000,1,08-19
ORDI,1787172300000,1,08-19
OP,1787172300000,1,08-19
ZEN,1787172300000,1,08-19
NEAR,1787173200000,1,08-19
AAVE,1787173200000,1,08-19
ZEN,1787173200000,1,08-19
ONDO,1787173200000,1,08-19
ORDI,1787173200000,1,08-19
CAKE,1787173200000,1,08-19
BERA,1787173200000,1,08-19
WLFI,1787173200000,1,08-19
TAO,1787173200000,1,08-19
DASH,1787173200000,1,08-19
CRV,1787173200000,1,08-19
SUI,1787173200000,1,08-19
AVAX,1787173200000,1,08-19
DOGE,1787173200000,1,08-19
UNI,1787173200000,1,08-19
AXS,1787173200000,1,08-19
PAXG,1787173200000,1,08-19
kLUNC,1787173200000,1,08-19
kFLOKI,1787173200000,1,08-19
MNT,1787173200000,1,08-19
DOT,1787173200000,1,08-19
EIGEN,1787173200000,1,08-19
MOODENG,1787173200000,1,08-19
STX,1787173200000,1,08-19
AVNT,1787173200000,1,08-19
BRETT,1787173200000,1,08-19
XPL,1787173200000,1,08-19
BCH,1787173200000,1,08-19
MINA,1787173200000,1,08-19
ADA,1787173200000,1,08-19
PENDLE,1787173200000,1,08-19
TIA,1787173200000,1,08-19
MET,1787173200000,1,08-19
SPX,1787173200000,1,08-19
ASTER,1787173200000,1,08-19
ATOM,1787173200000,1,08-19
ETC,1787173200000,1,08-19
ENS,1787173200000,1,08-19
STRK,1787173200000,1,08-19
ENA,1787173200000,1,08-19
MON,1787173200000,1,08-19
ETH,1787173200000,1,08-19
XRP,1787173200000,1,08-19
SEI,1787173200000,1,08-19
FET,1787173200000,1,08-19
FARTCOIN,1787173200000,1,08-19
SOL,1787173200000,1,08-19
ICP,1787173200000,1,08-19
APE,1787173200000,1,08-19
LINK,1787173200000,1,08-19
PNUT,1787173200000,1,08-19
BOME,1787173200000,1,08-19
ARB,1787173200000,1,08-19
LTC,1787173200000,1,08-19
kPEPE,1787173200000,1,08-19
GRAM,1787173200000,1,08-19
MELANIA,1787173200000,1,08-19
ZORA,1787173200000,1,08-19
ZEC,1787173200000,1,08-19
RENDER,1787173200000,1,08-19
FIL,1787173200000,1,08-19
kBONK,1787173200000,1,08-19
SAND,1787173200000,1,08-19
GALA,1787173200000,1,08-19
APT,1787173200000,1,08-19
PUMP,1787173200000,1,08-19
JUP,1787173200000,1,08-19
AR,1787173200000,1,08-19
MOVE,1787173200000,1,08-19
OP,1787173200000,1,08-19
MORPHO,1787173200000,1,08-19
JTO,1787173200000,1,08-19
LDO,1787173200000,1,08-19
POPCAT,1787173200000,1,08-19
HBAR,1787173200000,1,08-19
HMSTR,1787173200000,1,08-19
TRUMP,1787173200000,1,08-19
WIF,1787173200000,1,08-19
PYTH,1787173200000,1,08-19
XLM,1787173200000,1,08-19
kSHIB,1787173200000,1,08-19
BNB,1787173200000,1,08-19
FARTCOIN,1787174100000,1,08-19
ETC,1787174100000,1,08-19
APE,1787174100000,1,08-19
DOGE,1787174100000,1,08-19
UNI,1787174100000,1,08-19
kPEPE,1787174100000,1,08-19
kSHIB,1787174100000,1,08-19
XLM,1787174100000,1,08-19
GRAM,1787174100000,1,08-19
JUP,1787174100000,1,08-19
MELANIA,1787174100000,1,08-19
TRUMP,1787174100000,1,08-19
ARB,1787174100000,1,08-19
XRP,1787174100000,1,08-19
WLFI,1787174100000,1,08-19
BCH,1787174100000,1,08-19
ADA,1787174100000,1,08-19
MINA,1787174100000,1,08-19
MET,1787174100000,1,08-19
kPEPE,1787175000000,1,08-19
NEAR,1787175000000,1,08-19
BNB,1787175000000,1,08-19
XRP,1787175000000,1,08-19
TAO,1787175000000,1,08-19
INJ,1787175900000,1,08-19
kSHIB,1787175900000,1,08-19
RENDER,1787175900000,1,08-19
POPCAT,1787175900000,1,08-19
ARB,1787175900000,1,08-19
MELANIA,1787175900000,1,08-19
kPEPE,1787175900000,1,08-19
DASH,1787175900000,1,08-19
TAO,1787175900000,1,08-19
XRP,1787175900000,1,08-19
XMR,1787176800000,1,08-19
GRASS,1787176800000,-1,08-19
CASHCAT,1787176800000,1,08-19
MET,1787177700000,1,08-19
ARB,1787177700000,1,08-19
MNT,1787177700000,1,08-19
MET,1787178600000,1,08-19
MNT,1787179500000,1,08-19
XMR,1787179500000,1,08-19
MNT,1787180400000,1,08-19
TRX,1787180400000,1,08-19
TRUMP,1787180400000,1,08-19
MET,1787180400000,1,08-19
GRASS,1787180400000,-1,08-19
GRASS,1787181300000,-1,08-19
JTO,1787181300000,1,08-19
PENDLE,1787183100000,1,08-19
TRX,1787183100000,1,08-19
AERO,1787184000000,1,08-20
ICP,1787184000000,1,08-20
ICP,1787184900000,1,08-20
kSHIB,1787184900000,1,08-20
TRUMP,1787184900000,1,08-20
SPX,1787184900000,1,08-20
AERO,1787184900000,1,08-20
MET,1787184900000,1,08-20
STX,1787184900000,1,08-20
SAND,1787184900000,1,08-20
MELANIA,1787185800000,1,08-20
POPCAT,1787186700000,1,08-20
MNT,1787188500000,1,08-20
MNT,1787189400000,1,08-20
AERO,1787190300000,1,08-20
XMR,1787190300000,1,08-20
MNT,1787190300000,1,08-20
MNT,1787191200000,1,08-20
