sym,t,dirn,day
SPX,1785701700000,1,08-02
PURR,1785702600000,1,08-02
CAKE,1785704400000,1,08-02
GRAM,1785704400000,1,08-02
MNT,1785705300000,1,08-02
SOL,1785706200000,1,08-02
ETH,1785706200000,1,08-02
BTC,1785706200000,1,08-02
ENS,1785708000000,1,08-02
XRP,1785708000000,1,08-02
CASHCAT,1785708900000,1,08-02
STRK,1785708900000,1,08-02
OP,1785708900000,1,08-02
STRK,1785709800000,1,08-02
STRK,1785710700000,1,08-02
STRK,1785711600000,1,08-02
ALGO,1785713400000,1,08-02
TRB,1785715200000,-1,08-03
MEGA,1785715200000,-1,08-03
TRX,1785715200000,-1,08-03
AVNT,1785715200000,-1,08-03
ONDO,1785715200000,-1,08-03
TAO,1785718800000,-1,08-03
MELANIA,1785719700000,-1,08-03
TAO,1785720600000,-1,08-03
LIT,1785721500000,-1,08-03
kSHIB,1785722400000,-1,08-03
STX,1785722400000,-1,08-03
ONDO,1785722400000,-1,08-03
SKY,1785722400000,-1,08-03
FARTCOIN,1785723300000,-1,08-03
LIT,1785723300000,-1,08-03
LIT,1785725100000,-1,08-03
ZORA,1785725100000,-1,08-03
AXS,1785725100000,-1,08-03
BIO,1785725100000,-1,08-03
HEMI,1785726000000,-1,08-03
PENDLE,1785726000000,-1,08-03
RENDER,1785726900000,-1,08-03
HEMI,1785726900000,-1,08-03
RUNE,1785726900000,-1,08-03
CHIP,1785728700000,-1,08-03
BERA,1785728700000,-1,08-03
AXS,1785728700000,-1,08-03
MINA,1785728700000,-1,08-03
DOGE,1785728700000,-1,08-03
LTC,1785728700000,-1,08-03
XLM,1785728700000,-1,08-03
MET,1785728700000,-1,08-03
WLFI,1785729600000,-1,08-03
CC,1785731400000,-1,08-03
WLFI,1785732300000,-1,08-03
CHIP,1785734100000,-1,08-03
HMSTR,1785734100000,1,08-03
HMSTR,1785735000000,1,08-03
RUNE,1785735000000,-1,08-03
MORPHO,1785736800000,-1,08-03
kPEPE,1785737700000,-1,08-03
kSHIB,1785737700000,-1,08-03
ETH,1785738600000,-1,08-03
MON,1785738600000,-1,08-03
JUP,1785738600000,-1,08-03
SOL,1785738600000,-1,08-03
ORDI,1785738600000,-1,08-03
MEGA,1785738600000,-1,08-03
BCH,1785738600000,-1,08-03
XLM,1785738600000,-1,08-03
DOGE,1785738600000,-1,08-03
CC,1785738600000,-1,08-03
ONDO,1785739500000,-1,08-03
WLD,1785739500000,-1,08-03
DOGE,1785739500000,-1,08-03
TAO,1785740400000,-1,08-03
JUP,1785740400000,-1,08-03
WLD,1785740400000,-1,08-03
DOGE,1785740400000,-1,08-03
GRASS,1785741300000,-1,08-03
ACE,1785741300000,1,08-03
UNI,1785742200000,-1,08-03
ACE,1785742200000,1,08-03
LTC,1785743100000,-1,08-03
XLM,1785744000000,-1,08-03
MON,1785744000000,-1,08-03
AVNT,1785744000000,-1,08-03
RENDER,1785744000000,-1,08-03
FIL,1785744900000,-1,08-03
AERO,1785744900000,-1,08-03
SOL,1785744900000,-1,08-03
HBAR,1785744900000,-1,08-03
APE,1785744900000,-1,08-03
kBONK,1785744900000,-1,08-03
SUI,1785744900000,-1,08-03
SKY,1785744900000,-1,08-03
ETC,1785744900000,-1,08-03
BERA,1785744900000,-1,08-03
BLUR,1785744900000,-1,08-03
GRAM,1785744900000,-1,08-03
BIO,1785744900000,-1,08-03
PENGU,1785744900000,-1,08-03
HBAR,1785745800000,-1,08-03
BLUR,1785749400000,-1,08-03
DOT,1785750300000,1,08-03
AR,1785751200000,1,08-03
ENA,1785751200000,1,08-03
CHIP,1785752100000,-1,08-03
CASHCAT,1785752100000,1,08-03
ETHFI,1785753000000,-1,08-03
kBONK,1785753000000,-1,08-03
MORPHO,1785753900000,-1,08-03
MON,1785754800000,-1,08-03
ETHFI,1785755700000,-1,08-03
WLFI,1785755700000,-1,08-03
MON,1785757500000,-1,08-03
DOT,1785758400000,1,08-03
DOT,1785759300000,1,08-03
DOT,1785760200000,1,08-03
DOT,1785761100000,1,08-03
DOT,1785762000000,1,08-03
DOT,1785762900000,1,08-03
TRUMP,1785762900000,1,08-03
DOT,1785763800000,1,08-03
ADA,1785764700000,1,08-03
FIL,1785764700000,1,08-03
NEAR,1785764700000,1,08-03
SUI,1785764700000,1,08-03
TIA,1785764700000,1,08-03
LIT,1785764700000,1,08-03
ATOM,1785764700000,1,08-03
DOT,1785764700000,1,08-03
SEI,1785764700000,1,08-03
ENA,1785764700000,1,08-03
ENA,1785765600000,1,08-03
NEAR,1785765600000,1,08-03
SPX,1785766500000,1,08-03
BERA,1785766500000,1,08-03
SPX,1785767400000,1,08-03
HYPE,1785767400000,1,08-03
POPCAT,1785767400000,1,08-03
ATOM,1785768300000,1,08-03
BTC,1785768300000,1,08-03
AAVE,1785768300000,1,08-03
HYPE,1785768300000,1,08-03
ATOM,1785769200000,1,08-03
BNB,1785769200000,1,08-03
ATOM,1785770100000,1,08-03
TRUMP,1785770100000,1,08-03
BNB,1785770100000,1,08-03
WLD,1785770100000,1,08-03
MEGA,1785771000000,1,08-03
ALGO,1785771000000,1,08-03
BNB,1785771000000,1,08-03
UNI,1785771000000,-1,08-03
PURR,1785771900000,1,08-03
ATOM,1785771900000,1,08-03
TIA,1785772800000,1,08-03
TRUMP,1785772800000,1,08-03
HBAR,1785772800000,1,08-03
APT,1785772800000,1,08-03
MON,1785773700000,1,08-03
ICP,1785774600000,1,08-03
MON,1785775500000,1,08-03
CC,1785775500000,-1,08-03
ICP,1785775500000,1,08-03
AR,1785776400000,1,08-03
PURR,1785776400000,1,08-03
VVV,1785777300000,1,08-03
VVV,1785778200000,1,08-03
CASHCAT,1785779100000,1,08-03
ATOM,1785779100000,1,08-03
MON,1785779100000,1,08-03
AR,1785780000000,1,08-03
BCH,1785780000000,1,08-03
MINA,1785780000000,1,08-03
APT,1785780000000,1,08-03
FARTCOIN,1785780900000,1,08-03
PUMP,1785780900000,1,08-03
CASHCAT,1785780900000,1,08-03
ALGO,1785781800000,1,08-03
VVV,1785782700000,1,08-03
VVV,1785783600000,1,08-03
ATOM,1785784500000,1,08-03
JTO,1785788100000,1,08-03
ZRO,1785792600000,1,08-03
BERA,1785792600000,1,08-03
BLUR,1785799800000,-1,08-03
OP,1785801600000,1,08-04
AVAX,1785801600000,1,08-04
ARB,1785801600000,1,08-04
WLD,1785802500000,1,08-04
MOODENG,1785803400000,1,08-04
ASTER,1785803400000,1,08-04
GRAM,1785804300000,-1,08-04
POL,1785805200000,-1,08-04
MOODENG,1785807000000,1,08-04
DOT,1785807000000,1,08-04
AVAX,1785807000000,1,08-04
ARB,1785807900000,1,08-04
WLD,1785807900000,1,08-04
POPCAT,1785807900000,1,08-04
AERO,1785808800000,1,08-04
ARB,1785808800000,1,08-04
OP,1785809700000,1,08-04
DOT,1785810600000,1,08-04
FARTCOIN,1785811500000,1,08-04
SPX,1785812400000,-1,08-04
ADA,1785814200000,1,08-04
JTO,1785815100000,1,08-04
UNI,1785815100000,-1,08-04
BOME,1785816000000,-1,08-04
MOVE,1785816900000,1,08-04
HEMI,1785817800000,1,08-04
CRV,1785818700000,1,08-04
CASHCAT,1785823200000,1,08-04
CC,1785825000000,-1,08-04
CC,1785825900000,-1,08-04
CC,1785826800000,-1,08-04
kLUNC,1785828600000,1,08-04
PURR,1785828600000,1,08-04
POL,1785829500000,1,08-04
kLUNC,1785829500000,1,08-04
POL,1785830400000,1,08-04
ASTER,1785832200000,1,08-04
LDO,1785833100000,-1,08-04
TRX,1785833100000,1,08-04
PURR,1785833100000,1,08-04
ETHFI,1785834000000,-1,08-04
CAKE,1785834900000,-1,08-04
MET,1785834900000,1,08-04
GRASS,1785834900000,-1,08-04
RENDER,1785838500000,-1,08-04
XLM,1785838500000,-1,08-04
LDO,1785838500000,-1,08-04
ETHFI,1785839400000,-1,08-04
LDO,1785840300000,-1,08-04
ZRO,1785843000000,1,08-04
PAXG,1785843900000,1,08-04
ACE,1785845700000,1,08-04
MNT,1785846600000,1,08-04
ETH,1785846600000,1,08-04
IMX,1785846600000,-1,08-04
LDO,1785846600000,-1,08-04
MELANIA,1785846600000,-1,08-04
LDO,1785847500000,-1,08-04
POL,1785847500000,1,08-04
kBONK,1785847500000,-1,08-04
GALA,1785851100000,-1,08-04
KAITO,1785851100000,-1,08-04
FIL,1785851100000,-1,08-04
SEI,1785851100000,-1,08-04
PYTH,1785851100000,-1,08-04
RENDER,1785851100000,-1,08-04
JUP,1785851100000,-1,08-04
CRV,1785851100000,-1,08-04
kBONK,1785852000000,-1,08-04
RENDER,1785852000000,-1,08-04
SEI,1785852000000,-1,08-04
VIRTUAL,1785852000000,-1,08-04
STX,1785852000000,-1,08-04
JUP,1785852000000,-1,08-04
LDO,1785852900000,-1,08-04
XMR,1785852900000,-1,08-04
kLUNC,1785852900000,-1,08-04
BIO,1785852900000,-1,08-04
ORDI,1785852900000,-1,08-04
ETHFI,1785852900000,-1,08-04
LDO,1785853800000,-1,08-04
BNB,1785853800000,1,08-04
MORPHO,1785853800000,-1,08-04
MORPHO,1785854700000,-1,08-04
ETHFI,1785855600000,-1,08-04
AAVE,1785856500000,-1,08-04
ICP,1785856500000,-1,08-04
GRASS,1785856500000,-1,08-04
PENDLE,1785856500000,-1,08-04
RENDER,1785856500000,-1,08-04
TRX,1785858300000,-1,08-04
ZEC,1785858300000,1,08-04
BRETT,1785860100000,1,08-04
WLD,1785861900000,-1,08-04
LTC,1785862800000,1,08-04
PAXG,1785862800000,1,08-04
TAO,1785863700000,1,08-04
ZORA,1785864600000,1,08-04
TAO,1785866400000,1,08-04
ZEC,1785867300000,1,08-04
TAO,1785867300000,1,08-04
PUMP,1785867300000,1,08-04
ZEC,1785868200000,1,08-04
BIO,1785869100000,1,08-04
BIO,1785870000000,1,08-04
TAO,1785870000000,1,08-04
CHIP,1785870000000,1,08-04
XPL,1785871800000,1,08-04
BRETT,1785871800000,1,08-04
FARTCOIN,1785871800000,1,08-04
PUMP,1785871800000,1,08-04
BIO,1785872700000,1,08-04
XMR,1785872700000,-1,08-04
XMR,1785873600000,-1,08-04
PUMP,1785873600000,1,08-04
VVV,1785874500000,-1,08-04
APE,1785875400000,-1,08-04
MOODENG,1785875400000,1,08-04
STRK,1785875400000,1,08-04
SOL,1785875400000,1,08-04
ONDO,1785875400000,1,08-04
BIO,1785875400000,1,08-04
LTC,1785875400000,1,08-04
PUMP,1785875400000,1,08-04
STRK,1785876300000,1,08-04
PUMP,1785876300000,1,08-04
DOT,1785877200000,1,08-04
DOT,1785879900000,1,08-04
XMR,1785880800000,-1,08-04
DOT,1785881700000,1,08-04
DOT,1785882600000,1,08-04
ZEC,1785883500000,1,08-04
LTC,1785884400000,1,08-04
CASHCAT,1785884400000,1,08-04
CASHCAT,1785885300000,1,08-04
VVV,1785885300000,-1,08-04
ETHFI,1785888000000,-1,08-05
VVV,1785888000000,-1,08-05
WLFI,1785888000000,1,08-05
XLM,1785888000000,-1,08-05
INJ,1785888000000,-1,08-05
ORDI,1785888000000,-1,08-05
PENGU,1785888000000,-1,08-05
VIRTUAL,1785888900000,-1,08-05
CASHCAT,1785888900000,1,08-05
XLM,1785889800000,-1,08-05
VIRTUAL,1785889800000,-1,08-05
CASHCAT,1785889800000,1,08-05
STX,1785890700000,-1,08-05
MOODENG,1785891600000,1,08-05
RENDER,1785891600000,-1,08-05
BIO,1785892500000,1,08-05
ZORA,1785893400000,1,08-05
MOODENG,1785893400000,1,08-05
BNB,1785894300000,1,08-05
ZORA,1785894300000,1,08-05
AXS,1785894300000,1,08-05
ZEC,1785895200000,1,08-05
PENDLE,1785895200000,1,08-05
MORPHO,1785896100000,-1,08-05
AXS,1785896100000,1,08-05
PAXG,1785897000000,1,08-05
ONDO,1785897000000,1,08-05
BIO,1785897900000,1,08-05
TIA,1785897900000,1,08-05
PAXG,1785897900000,1,08-05
PAXG,1785898800000,1,08-05
NEAR,1785899700000,-1,08-05
AXS,1785899700000,1,08-05
ENA,1785899700000,-1,08-05
BIO,1785900600000,1,08-05
BCH,1785901500000,-1,08-05
ZORA,1785902400000,1,08-05
BIO,1785903300000,1,08-05
BRETT,1785903300000,1,08-05
BIO,1785904200000,1,08-05
HEMI,1785905100000,1,08-05
MOODENG,1785906000000,1,08-05
AERO,1785907800000,1,08-05
ONDO,1785907800000,1,08-05
BIO,1785907800000,1,08-05
XPL,1785907800000,1,08-05
PURR,1785907800000,1,08-05
AVNT,1785908700000,1,08-05
PENDLE,1785910500000,1,08-05
VVV,1785910500000,-1,08-05
AERO,1785911400000,1,08-05
SKY,1785911400000,1,08-05
ETC,1785915000000,-1,08-05
WLFI,1785916800000,-1,08-05
AVNT,1785916800000,1,08-05
PURR,1785917700000,1,08-05
TIA,1785917700000,1,08-05
ASTER,1785920400000,-1,08-05
ADA,1785923100000,1,08-05
CAKE,1785923100000,-1,08-05
CASHCAT,1785927600000,1,08-05
VVV,1785928500000,-1,08-05
VVV,1785929400000,-1,08-05
PAXG,1785931200000,1,08-05
APT,1785931200000,1,08-05
ONDO,1785932100000,1,08-05
GRASS,1785932100000,1,08-05
ETH,1785932100000,1,08-05
PAXG,1785932100000,1,08-05
WLFI,1785933900000,-1,08-05
HMSTR,1785934800000,1,08-05
APE,1785934800000,1,08-05
WLFI,1785934800000,-1,08-05
WLFI,1785935700000,-1,08-05
STX,1785936600000,-1,08-05
XRP,1785936600000,-1,08-05
WLD,1785936600000,-1,08-05
AVAX,1785936600000,-1,08-05
ALGO,1785936600000,-1,08-05
OP,1785936600000,-1,08-05
POPCAT,1785936600000,-1,08-05
SUI,1785936600000,-1,08-05
PAXG,1785938400000,1,08-05
INJ,1785938400000,1,08-05
CC,1785939300000,-1,08-05
HMSTR,1785940200000,1,08-05
ETHFI,1785941100000,1,08-05
AXS,1785941100000,1,08-05
UNI,1785942000000,1,08-05
MORPHO,1785942900000,1,08-05
PURR,1785943800000,1,08-05
ATOM,1785943800000,-1,08-05
CC,1785943800000,-1,08-05
HMSTR,1785943800000,1,08-05
HBAR,1785944700000,-1,08-05
ADA,1785944700000,-1,08-05
SYRUP,1785945600000,1,08-05
ETH,1785946500000,1,08-05
HMSTR,1785946500000,1,08-05
SYRUP,1785948300000,1,08-05
ZORA,1785948300000,-1,08-05
HMSTR,1785948300000,1,08-05
GRAM,1785950100000,1,08-05
FIL,1785951000000,1,08-05
GRAM,1785951000000,1,08-05
LTC,1785951000000,1,08-05
CC,1785953700000,-1,08-05
FET,1785955500000,-1,08-05
BCH,1785955500000,1,08-05
BCH,1785956400000,1,08-05
PENDLE,1785958200000,1,08-05
kNEIRO,1785958200000,1,08-05
XPL,1785959100000,-1,08-05
BCH,1785960000000,1,08-05
GRAM,1785960000000,1,08-05
GRAM,1785960900000,1,08-05
CC,1785960900000,-1,08-05
HMSTR,1785960900000,1,08-05
VIRTUAL,1785961800000,1,08-05
HEMI,1785961800000,1,08-05
FET,1785963600000,-1,08-05
XPL,1785963600000,-1,08-05
RENDER,1785964500000,-1,08-05
XPL,1785965400000,-1,08-05
RENDER,1785966300000,-1,08-05
XMR,1785966300000,1,08-05
BNB,1785969900000,-1,08-05
CASHCAT,1785969900000,1,08-05
XLM,1785970800000,-1,08-05
PENGU,1785971700000,1,08-05
kNEIRO,1785971700000,1,08-05
JTO,1785974400000,1,08-06
XLM,1785974400000,-1,08-06
BOME,1785974400000,1,08-06
AXS,1785974400000,1,08-06
LIT,1785975300000,1,08-06
SPX,1785975300000,1,08-06
PENGU,1785975300000,1,08-06
BOME,1785975300000,1,08-06
BOME,1785976200000,1,08-06
POPCAT,1785976200000,1,08-06
FET,1785978900000,-1,08-06
ONDO,1785978900000,-1,08-06
kSHIB,1785979800000,-1,08-06
FET,1785979800000,-1,08-06
INJ,1785979800000,-1,08-06
ARB,1785980700000,-1,08-06
XLM,1785980700000,-1,08-06
MEGA,1785980700000,-1,08-06
SEI,1785981600000,-1,08-06
XLM,1785981600000,-1,08-06
APT,1785981600000,1,08-06
kLUNC,1785981600000,-1,08-06
XRP,1785981600000,-1,08-06
XRP,1785982500000,-1,08-06
SEI,1785982500000,-1,08-06
PUMP,1785982500000,-1,08-06
TIA,1785982500000,-1,08-06
HBAR,1785982500000,-1,08-06
CHIP,1785982500000,-1,08-06
MELANIA,1785983400000,-1,08-06
HMSTR,1785983400000,1,08-06
CHIP,1785983400000,-1,08-06
XPL,1785985200000,-1,08-06
INJ,1785985200000,-1,08-06
PUMP,1785985200000,-1,08-06
WLD,1785985200000,-1,08-06
ADA,1785987000000,-1,08-06
INJ,1785987900000,-1,08-06
TRUMP,1785987900000,-1,08-06
ORDI,1785988800000,-1,08-06
kPEPE,1785988800000,-1,08-06
CRV,1785992400000,1,08-06
BLUR,1785993300000,1,08-06
RUNE,1785993300000,1,08-06
SUSHI,1785995100000,1,08-06
SUSHI,1785996000000,1,08-06
DOT,1785996000000,-1,08-06
TRB,1785996900000,1,08-06
TRB,1785997800000,1,08-06
CRV,1785998700000,1,08-06
TRB,1785998700000,1,08-06
TRB,1785999600000,1,08-06
JTO,1785999600000,-1,08-06
SUSHI,1786000500000,1,08-06
BLUR,1786003200000,1,08-06
JUP,1786003200000,-1,08-06
BLUR,1786004100000,1,08-06
JTO,1786005000000,-1,08-06
ETHFI,1786005000000,-1,08-06
CC,1786005000000,-1,08-06
VIRTUAL,1786005000000,1,08-06
PYTH,1786005000000,1,08-06
VIRTUAL,1786005900000,1,08-06
NEAR,1786006800000,-1,08-06
XLM,1786006800000,-1,08-06
INJ,1786006800000,-1,08-06
JUP,1786006800000,-1,08-06
MOVE,1786006800000,1,08-06
ONDO,1786006800000,-1,08-06
FARTCOIN,1786006800000,-1,08-06
DASH,1786006800000,-1,08-06
FIL,1786006800000,-1,08-06
kSHIB,1786006800000,-1,08-06
EIGEN,1786006800000,-1,08-06
POPCAT,1786006800000,-1,08-06
ARB,1786006800000,-1,08-06
kSHIB,1786007700000,-1,08-06
WLD,1786007700000,-1,08-06
INJ,1786007700000,-1,08-06
FARTCOIN,1786007700000,-1,08-06
EIGEN,1786007700000,-1,08-06
SUI,1786008600000,-1,08-06
TAO,1786008600000,-1,08-06
DOGE,1786008600000,-1,08-06
WLD,1786008600000,-1,08-06
kBONK,1786008600000,-1,08-06
GRAM,1786008600000,-1,08-06
CAKE,1786009500000,-1,08-06
TIA,1786009500000,-1,08-06
AVAX,1786009500000,-1,08-06
WLD,1786009500000,-1,08-06
FIL,1786010400000,-1,08-06
AR,1786010400000,-1,08-06
ONDO,1786010400000,-1,08-06
TIA,1786010400000,-1,08-06
ETC,1786010400000,-1,08-06
SUI,1786010400000,-1,08-06
CAKE,1786010400000,-1,08-06
kLUNC,1786010400000,-1,08-06
AVAX,1786010400000,-1,08-06
FET,1786012200000,-1,08-06
ZRO,1786013100000,1,08-06
ZEC,1786013100000,-1,08-06
ASTER,1786013100000,-1,08-06
WIF,1786013100000,-1,08-06
ZEC,1786014000000,-1,08-06
ZEN,1786014000000,-1,08-06
ASTER,1786014000000,-1,08-06
ASTER,1786014900000,-1,08-06
ASTER,1786015800000,-1,08-06
SYRUP,1786015800000,-1,08-06
MELANIA,1786015800000,1,08-06
FET,1786017600000,-1,08-06
SYRUP,1786017600000,-1,08-06
NIL,1786017600000,1,08-06
ZRO,1786017600000,1,08-06
STRK,1786019400000,1,08-06
EIGEN,1786020300000,-1,08-06
OP,1786021200000,-1,08-06
kBONK,1786021200000,-1,08-06
FET,1786021200000,-1,08-06
kLUNC,1786021200000,-1,08-06
PURR,1786021200000,-1,08-06
TAO,1786021200000,-1,08-06
DOGE,1786021200000,-1,08-06
TAO,1786022100000,-1,08-06
ZRO,1786022100000,1,08-06
ACE,1786023000000,1,08-06
BRETT,1786023000000,1,08-06
NIL,1786023000000,1,08-06
LTC,1786023000000,1,08-06
ADA,1786023900000,1,08-06
STRK,1786023900000,1,08-06
ACE,1786023900000,1,08-06
ADA,1786025700000,1,08-06
ACE,1786025700000,1,08-06
ADA,1786026600000,1,08-06
CRV,1786026600000,1,08-06
AERO,1786026600000,1,08-06
ZRO,1786026600000,1,08-06
AERO,1786027500000,1,08-06
ACE,1786027500000,1,08-06
ACE,1786028400000,1,08-06
LTC,1786028400000,1,08-06
AERO,1786028400000,1,08-06
ACE,1786029300000,1,08-06
ADA,1786029300000,1,08-06
ADA,1786030200000,1,08-06
AERO,1786030200000,1,08-06
ACE,1786030200000,1,08-06
ATOM,1786030200000,1,08-06
AERO,1786031100000,1,08-06
ACE,1786031100000,1,08-06
FET,1786031100000,-1,08-06
ATOM,1786031100000,1,08-06
ACE,1786032000000,1,08-06
JTO,1786032000000,-1,08-06
NEAR,1786032000000,-1,08-06
HEMI,1786032000000,1,08-06
JTO,1786032900000,-1,08-06
kFLOKI,1786033800000,1,08-06
FIL,1786033800000,1,08-06
CRV,1786033800000,1,08-06
CRV,1786034700000,1,08-06
TRUMP,1786034700000,1,08-06
kFLOKI,1786034700000,1,08-06
LDO,1786037400000,-1,08-06
CC,1786039200000,-1,08-06
STX,1786039200000,-1,08-06
WLD,1786041000000,-1,08-06
CC,1786041000000,-1,08-06
STX,1786041000000,-1,08-06
WLFI,1786041000000,-1,08-06
XRP,1786041000000,-1,08-06
CAKE,1786041000000,-1,08-06
JTO,1786041900000,-1,08-06
SYRUP,1786041900000,-1,08-06
CAKE,1786041900000,-1,08-06
SKY,1786041900000,-1,08-06
EIGEN,1786042800000,-1,08-06
BNB,1786043700000,-1,08-06
CHIP,1786043700000,1,08-06
PEOPLE,1786043700000,1,08-06
CC,1786044600000,-1,08-06
MON,1786044600000,-1,08-06
ETHFI,1786044600000,-1,08-06
JTO,1786045500000,-1,08-06
ETHFI,1786045500000,-1,08-06
kFLOKI,1786046400000,1,08-06
CC,1786046400000,-1,08-06
PEOPLE,1786046400000,1,08-06
kFLOKI,1786047300000,1,08-06
XMR,1786048200000,1,08-06
SKY,1786048200000,-1,08-06
AVNT,1786048200000,1,08-06
PEOPLE,1786049100000,1,08-06
ONDO,1786049100000,-1,08-06
CC,1786050900000,-1,08-06
DASH,1786051800000,1,08-06
APE,1786051800000,1,08-06
XMR,1786051800000,1,08-06
TIA,1786051800000,1,08-06
TIA,1786052700000,1,08-06
GALA,1786052700000,1,08-06
ONDO,1786055400000,-1,08-06
MET,1786057200000,-1,08-06
SKY,1786057200000,-1,08-06
LIT,1786057200000,1,08-06
RUNE,1786058100000,-1,08-06
MET,1786058100000,-1,08-06
SOL,1786058100000,-1,08-06
CHIP,1786059000000,1,08-06
LIT,1786059900000,1,08-06
ONDO,1786060800000,-1,08-07
LIT,1786060800000,1,08-07
MET,1786060800000,-1,08-07
INJ,1786060800000,-1,08-07
SKY,1786060800000,-1,08-07
SKY,1786061700000,-1,08-07
ONDO,1786061700000,-1,08-07
GRAM,1786061700000,-1,08-07
AAVE,1786064400000,1,08-07
INJ,1786067100000,-1,08-07
MINA,1786068000000,1,08-07
MET,1786068900000,-1,08-07
kBONK,1786069800000,1,08-07
XRP,1786069800000,-1,08-07
kBONK,1786070700000,1,08-07
GRAM,1786072500000,-1,08-07
ZORA,1786072500000,-1,08-07
ONDO,1786073400000,-1,08-07
XRP,1786073400000,-1,08-07
GRAM,1786073400000,-1,08-07
MOVE,1786074300000,-1,08-07
BLUR,1786074300000,-1,08-07
XRP,1786074300000,-1,08-07
MOVE,1786075200000,-1,08-07
ZORA,1786075200000,-1,08-07
kSHIB,1786075200000,-1,08-07
INJ,1786075200000,-1,08-07
ICP,1786075200000,-1,08-07
CC,1786075200000,-1,08-07
NEAR,1786075200000,-1,08-07
INJ,1786076100000,-1,08-07
NEAR,1786077000000,-1,08-07
POPCAT,1786077000000,-1,08-07
MOODENG,1786077900000,-1,08-07
BNB,1786077900000,-1,08-07
BNB,1786079700000,-1,08-07
ONDO,1786079700000,-1,08-07
XRP,1786079700000,-1,08-07
EIGEN,1786080600000,-1,08-07
XPL,1786080600000,1,08-07
VIRTUAL,1786080600000,-1,08-07
ONDO,1786080600000,-1,08-07
WLD,1786080600000,-1,08-07
SAND,1786082400000,1,08-07
OP,1786084200000,1,08-07
MET,1786084200000,1,08-07
kBONK,1786086000000,-1,08-07
MORPHO,1786087800000,-1,08-07
POL,1786089600000,1,08-07
ENA,1786091400000,1,08-07
BCH,1786091400000,1,08-07
PURR,1786091400000,1,08-07
PAXG,1786091400000,1,08-07
ENA,1786092300000,1,08-07
MOVE,1786093200000,-1,08-07
PUMP,1786093200000,-1,08-07
kPEPE,1786095000000,1,08-07
SUSHI,1786095000000,-1,08-07
MNT,1786096800000,1,08-07
BOME,1786097700000,1,08-07
MNT,1786097700000,1,08-07
kBONK,1786098600000,-1,08-07
ENA,1786098600000,1,08-07
kBONK,1786099500000,-1,08-07
ETHFI,1786099500000,1,08-07
SKY,1786099500000,-1,08-07
ETHFI,1786100400000,1,08-07
DOGE,1786101300000,1,08-07
RUNE,1786101300000,1,08-07
BTC,1786101300000,1,08-07
HEMI,1786102200000,1,08-07
BCH,1786104000000,1,08-07
SOL,1786104000000,1,08-07
ETH,1786104000000,1,08-07
PENDLE,1786104000000,1,08-07
RUNE,1786104000000,1,08-07
kPEPE,1786104000000,1,08-07
ETHFI,1786104000000,1,08-07
SPX,1786104900000,1,08-07
CAKE,1786105800000,1,08-07
RUNE,1786105800000,1,08-07
MOVE,1786105800000,-1,08-07
PAXG,1786105800000,1,08-07
STRK,1786105800000,-1,08-07
kBONK,1786107600000,-1,08-07
ORDI,1786111200000,-1,08-07
WLFI,1786111200000,-1,08-07
DOT,1786111200000,-1,08-07
SEI,1786113900000,-1,08-07
GALA,1786113900000,-1,08-07
RENDER,1786113900000,-1,08-07
ATOM,1786113900000,-1,08-07
SUI,1786113900000,-1,08-07
FARTCOIN,1786113900000,-1,08-07
TRB,1786113900000,-1,08-07
PYTH,1786113900000,-1,08-07
WIF,1786113900000,-1,08-07
MORPHO,1786114800000,-1,08-07
NEAR,1786115700000,-1,08-07
NIL,1786116600000,1,08-07
LTC,1786116600000,1,08-07
ICP,1786116600000,1,08-07
EIGEN,1786121100000,-1,08-07
KAITO,1786121100000,-1,08-07
HYPE,1786122000000,-1,08-07
FIL,1786122000000,-1,08-07
HBAR,1786122000000,-1,08-07
PYTH,1786122000000,-1,08-07
STRK,1786122000000,-1,08-07
SYRUP,1786122000000,-1,08-07
PURR,1786122000000,-1,08-07
MEGA,1786122000000,-1,08-07
APT,1786122000000,-1,08-07
MORPHO,1786122000000,-1,08-07
PURR,1786122900000,-1,08-07
KAITO,1786122900000,-1,08-07
HYPE,1786122900000,-1,08-07
ETHFI,1786122900000,1,08-07
KAITO,1786123800000,-1,08-07
HBAR,1786123800000,-1,08-07
HBAR,1786124700000,-1,08-07
NEAR,1786127400000,-1,08-07
NIL,1786127400000,1,08-07
CRV,1786128300000,-1,08-07
NIL,1786128300000,1,08-07
BIO,1786130100000,1,08-07
BIO,1786131000000,1,08-07
PENDLE,1786131900000,1,08-07
HMSTR,1786133700000,1,08-07
EIGEN,1786135500000,-1,08-07
TAO,1786135500000,1,08-07
XMR,1786135500000,1,08-07
STX,1786136400000,1,08-07
KAITO,1786137300000,-1,08-07
PURR,1786138200000,-1,08-07
HMSTR,1786138200000,1,08-07
KAITO,1786139100000,-1,08-07
FARTCOIN,1786139100000,-1,08-07
ARB,1786140000000,1,08-07
AVNT,1786140900000,1,08-07
SYRUP,1786140900000,-1,08-07
VVV,1786141800000,-1,08-07
STRK,1786141800000,-1,08-07
HMSTR,1786142700000,1,08-07
APT,1786147200000,-1,08-08
SYRUP,1786147200000,-1,08-08
XMR,1786148100000,1,08-08
SYRUP,1786148100000,-1,08-08
MOODENG,1786149000000,-1,08-08
AVAX,1786152600000,1,08-08
ATOM,1786152600000,1,08-08
PENGU,1786152600000,1,08-08
